LOGGING STARTED
robot_main , [MAIN_LOOP] 567993630339 | kalman_calibration | [1.2179804475213112,-0.0035149185805913793]
robot_main , [CONTROLLER] 567993663399 | stability_controller | [0.6659799695111585,0.7191855983183985,12.929574740600826]
robot_main , [MAIN_LOOP] 567993663450 | robot_frequency | [216.471038890288,59,215.7531471070481]
robot_main , [CONTROLLER] 567993663450 | speed_controller | [-1.3422929687500065,-3.4560546875,0.6279091626146945]
robot_main , [CONTROLLER] 567993663450 | stability_controller | [0.6279091626146945,0.7350604689246062,-19.631631189536012]
robot_main , [MAIN_LOOP] 567993663501 | robot_frequency | [216.53118341980007,70,215.7531471070481]
robot_main , [CONTROLLER] 567993663501 | speed_controller | [-0.9364453125000066,-5.064453125,0.49164079191472093]
robot_main , [CONTROLLER] 567993663501 | stability_controller | [0.49164079191472093,0.7104746733553737,-30.06789759679388]
robot_main , [MAIN_LOOP] 567993663552 | robot_frequency | [216.57298463731377,81,215.7531471070481]
robot_main , [CONTROLLER] 567993663552 | speed_controller | [-0.5306425781250068,-5.666015625,0.4147262422262695]
robot_main , [CONTROLLER] 567993663552 | stability_controller | [0.4147262422262695,0.6520631906750564,-6.279681807138943]
robot_main , [MAIN_LOOP] 567993663603 | robot_frequency | [216.40713741143708,92,215.7531471070481]
robot_main , [CONTROLLER] 567993663603 | speed_controller | [-0.12140234375000683,-4.689453125,0.43692744384450427]
robot_main , [CONTROLLER] 567993663603 | stability_controller | [0.43692744384450427,0.552559795036479,11.36040170068268]
robot_main , [MAIN_LOOP] 567993663654 | robot_frequency | [217.38393822547488,2,216.2994896171749]
robot_main , [CONTROLLER] 567993663654 | speed_controller | [0.0,-3.2099609375,0.5133568107228292]
robot_main , [CONTROLLER] 567993663654 | stability_controller | [0.5133568107228292,0.5101217182919946,41.68439488379814]
robot_main , [MAIN_LOOP] 567993663705 | robot_frequency | [216.39914778110796,13,216.2994896171749]
robot_main , [CONTROLLER] 567993663705 | speed_controller | [0.0,-2.2919921875,0.5644767982663852]
robot_main , [CONTROLLER] 567993663705 | stability_controller | [0.5644767982663852,0.5002997786386739,18.11786244108007]
robot_main , [MAIN_LOOP] 567993663755 | robot_frequency | [216.64594617509465,24,216.2994896171749]
robot_main , [CONTROLLER] 567993663755 | speed_controller | [0.0,-1.9365234375,0.5812984060947584]
robot_main , [CONTROLLER] 567993663755 | stability_controller | [0.5812984060947584,0.5011091279522459,2.8989763365639263]
robot_main , [MAIN_LOOP] 567993663806 | robot_frequency | [216.4464326495558,35,216.2994896171749]
robot_main , [CONTROLLER] 567993663806 | speed_controller | [0.0,-1.59716796875,0.5982582968773585]
robot_main , [CONTROLLER] 567993663806 | stability_controller | [0.5982582968773585,0.49856633910751863,14.753892471393014]
robot_main , [MAIN_LOOP] 567993663857 | robot_frequency | [216.41196596097834,46,216.2994896171749]
robot_main , [CONTROLLER] 567993663857 | speed_controller | [0.0,-1.38232421875,0.6080465673942618]
robot_main , [CONTROLLER] 567993663857 | stability_controller | [0.6080465673942618,0.5205030013712575,-14.003503841689536]
robot_main , [MAIN_LOOP] 567993663908 | robot_frequency | [216.55117825264617,57,216.2994896171749]
robot_main , [CONTROLLER] 567993663908 | speed_controller | [0.0,-1.23974609375,0.6134223012245874]
robot_main , [CONTROLLER] 567993663908 | stability_controller | [0.6134223012245874,0.5230966396433322,0.3438167218595496]
robot_main , [MAIN_LOOP] 567993663959 | robot_frequency | [216.4648318385647,68,216.2994896171749]
robot_main , [CONTROLLER] 567993663959 | speed_controller | [0.0,-0.753662109375,0.6416185305937924]
robot_main , [CONTROLLER] 567993663959 | stability_controller | [0.6416185305937924,0.5108331659068572,27.861904526768996]
robot_main , [MAIN_LOOP] 567993664009 | robot_frequency | [216.49827302059484,79,216.2994896171749]
robot_main , [CONTROLLER] 567993664009 | speed_controller | [0.0,0.072509765625,0.6931994159538108]
robot_main , [CONTROLLER] 567993664009 | stability_controller | [0.6931994159538108,0.5166413427545814,7.5282644791941955]
robot_main , [MAIN_LOOP] 567993664060 | robot_frequency | [216.48812474875788,90,216.2994896171749]
robot_main , [CONTROLLER] 567993664060 | speed_controller | [0.0,0.3856201171875,0.7138998737862375]
robot_main , [CONTROLLER] 567993664060 | stability_controller | [0.7138998737862375,0.5366762490720177,2.95868965303741]
robot_main , [MAIN_LOOP] 567993664111 | robot_frequency | [0,0,216.34015449117825]
robot_main , [CONTROLLER] 567993664111 | speed_controller | [0.0,0.645263671875,0.731700459952942]
robot_main , [CONTROLLER] 567993664111 | stability_controller | [0.731700459952942,0.5548375569655655,7.714693834600025]
robot_main , [MAIN_LOOP] 567993664162 | robot_frequency | [215.81535457362813,11,216.34015449117825]
robot_main , [CONTROLLER] 567993664162 | speed_controller | [0.0,0.556396484375,0.7278005153050281]
robot_main , [CONTROLLER] 567993664162 | stability_controller | [0.7278005153050281,0.5886328036626408,-8.443430642842992]
robot_main , [MAIN_LOOP] 567993664213 | robot_frequency | [216.0361560907525,22,216.34015449117825]
robot_main , [CONTROLLER] 567993664213 | speed_controller | [0.0,0.656005859375,0.7356735644674873]
robot_main , [CONTROLLER] 567993664213 | stability_controller | [0.7356735644674873,0.5833466807005873,7.585253382123524]
robot_main , [MAIN_LOOP] 567993664264 | robot_frequency | [216.16023631620726,33,216.34015449117825]
robot_main , [CONTROLLER] 567993664264 | speed_controller | [0.0,1.44140625,0.7882947166609766]
robot_main , [CONTROLLER] 567993664264 | stability_controller | [0.7882947166609766,0.5837303624980543,17.915635743572572]
robot_main , [MAIN_LOOP] 567993664315 | robot_frequency | [216.29239589001202,44,216.34015449117825]
robot_main , [CONTROLLER] 567993664315 | speed_controller | [0.0,1.7431640625,0.8119675730065165]
robot_main , [CONTROLLER] 567993664315 | stability_controller | [0.8119675730065165,0.61840271612646,-9.921237049044807]
robot_main , [MAIN_LOOP] 567993664366 | robot_frequency | [216.51240464216667,55,216.34015449117825]
robot_main , [CONTROLLER] 567993664366 | speed_controller | [0.0,1.642578125,0.8102004690691202]
robot_main , [CONTROLLER] 567993664366 | stability_controller | [0.8102004690691202,0.6326085040874134,-0.16801779330218825]
robot_main , [MAIN_LOOP] 567993664416 | robot_frequency | [216.61886178995417,66,216.34015449117825]
robot_main , [CONTROLLER] 567993664416 | speed_controller | [0.0,1.58837890625,0.810946586479312]
robot_main , [CONTROLLER] 567993664416 | stability_controller | [0.810946586479312,0.6572019479178179,-5.39536895973531]
robot_main , [MAIN_LOOP] 567993664467 | robot_frequency | [216.60919725364204,77,216.34015449117825]
robot_main , [CONTROLLER] 567993664467 | speed_controller | [0.0,1.37890625,0.8016544097951219]
robot_main , [CONTROLLER] 567993664467 | stability_controller | [0.8016544097951219,0.6813083924897155,-4.717036012829103]
robot_main , [MAIN_LOOP] 567993664518 | robot_frequency | [216.52469373523047,88,216.34015449117825]
robot_main , [CONTROLLER] 567993664518 | speed_controller | [0.0,1.7822265625,0.8315417452240318]
robot_main , [CONTROLLER] 567993664518 | stability_controller | [0.8315417452240318,0.675512742973581,6.529200335953746]
robot_main , [MAIN_LOOP] 567993664569 | robot_frequency | [216.55928993042784,99,216.34015449117825]
robot_main , [CONTROLLER] 567993664569 | speed_controller | [0.0,2.12109375,0.8583647845322804]
robot_main , [CONTROLLER] 567993664569 | stability_controller | [0.8583647845322804,0.7091715568678895,-6.078612526321219]
robot_main , [MAIN_LOOP] 567993664619 | robot_frequency | [217.16001492338177,9,216.5673908778081]
robot_main , [CONTROLLER] 567993664619 | speed_controller | [0.0,1.66259765625,0.834418671034854]
robot_main , [CONTROLLER] 567993664619 | stability_controller | [0.834418671034854,0.7421527356039744,-7.6886658543081765]
robot_main , [MAIN_LOOP] 567993664670 | robot_frequency | [217.09620792013115,20,216.5673908778081]
robot_main , [CONTROLLER] 567993664670 | speed_controller | [0.0,1.79443359375,0.8473174155160623]
robot_main , [CONTROLLER] 567993664670 | stability_controller | [0.8473174155160623,0.7193734796537764,12.587990504605703]
robot_main , [MAIN_LOOP] 567993664721 | robot_frequency | [217.14350646931635,31,216.5673908778081]
robot_main , [CONTROLLER] 567993664721 | speed_controller | [0.0,2.9326171875,0.9258928400853721]
robot_main , [CONTROLLER] 567993664721 | stability_controller | [0.9258928400853721,0.7349692989464686,17.550125881859362]
robot_main , [MAIN_LOOP] 567993664771 | robot_frequency | [216.9486419061964,42,216.5673908778081]
robot_main , [CONTROLLER] 567993664771 | speed_controller | [0.0,3.1044921875,0.9451201602324681]
robot_main , [CONTROLLER] 567993664771 | stability_controller | [0.9451201602324681,0.7740023532238107,-10.632347769424305]
robot_main , [MAIN_LOOP] 567993664822 | robot_frequency | [217.01846645988172,53,216.5673908778081]
robot_main , [CONTROLLER] 567993664822 | speed_controller | [0.0,3.12890625,0.9552698103709218]
robot_main , [CONTROLLER] 567993664822 | stability_controller | [0.9552698103709218,0.7995428781547161,-0.10470079994386872]
robot_main , [MAIN_LOOP] 567993664873 | robot_frequency | [217.0749499353805,64,216.5673908778081]
robot_main , [CONTROLLER] 567993664873 | speed_controller | [0.0,2.9912109375,0.9545585801036168]
robot_main , [CONTROLLER] 567993664873 | stability_controller | [0.9545585801036168,0.8315568220569862,-11.75445693117926]
robot_main , [MAIN_LOOP] 567993664924 | robot_frequency | [216.99915484224994,75,216.5673908778081]
robot_main , [CONTROLLER] 567993664924 | speed_controller | [0.0,2.779296875,0.9487449493981504]
robot_main , [CONTROLLER] 567993664924 | stability_controller | [0.9487449493981504,0.8438366634709038,-4.81499614104574]
robot_main , [MAIN_LOOP] 567993664974 | robot_frequency | [216.97285416727425,86,216.5673908778081]
robot_main , [CONTROLLER] 567993664974 | speed_controller | [0.0,2.8720703125,0.9625332224937694]
robot_main , [CONTROLLER] 567993664974 | stability_controller | [0.9625332224937694,0.8591943886019614,-0.1827619538500389]
robot_main , [MAIN_LOOP] 567993665025 | robot_frequency | [216.972600850172,97,216.5673908778081]
robot_main , [CONTROLLER] 567993665025 | speed_controller | [0.0,3.0439453125,0.9809963154703683]
robot_main , [CONTROLLER] 567993665025 | stability_controller | [0.9809963154703683,0.8638480623032447,13.259313503717012]
robot_main , [MAIN_LOOP] 567993665076 | robot_frequency | [216.74605145425653,7,216.97144784850974]
robot_main , [CONTROLLER] 567993665076 | speed_controller | [0.0,3.2236328125,0.99970068359375]
robot_main , [CONTROLLER] 567993665076 | stability_controller | [0.99970068359375,0.8934159042486634,-7.373921400629155]
robot_main , [MAIN_LOOP] 567993665127 | robot_frequency | [215.15262046236597,18,216.97144784850974]
robot_main , [CONTROLLER] 567993665127 | speed_controller | [0.0,2.671875,0.9646640624999999]
robot_main , [CONTROLLER] 567993665127 | stability_controller | [0.9646640624999999,0.918241253422688,-1.0685644221046]
robot_main , [MAIN_LOOP] 567993665178 | robot_frequency | [215.76556971940244,29,216.97144784850974]
robot_main , [CONTROLLER] 567993665178 | speed_controller | [0.0,2.798828125,0.9727255859374999]
robot_main , [CONTROLLER] 567993665178 | stability_controller | [0.9727255859374999,0.903065977653089,6.619152324992209]
robot_main , [MAIN_LOOP] 567993665228 | robot_frequency | [216.09373148898212,40,216.97144784850974]
robot_main , [CONTROLLER] 567993665228 | speed_controller | [0.0,3.1279296875,0.9936235351562499]
robot_main , [CONTROLLER] 567993665228 | stability_controller | [0.9936235351562499,0.897311879830943,12.248086704091808]
robot_main , [MAIN_LOOP] 567993665279 | robot_frequency | [216.04760507922364,51,216.97144784850974]
robot_main , [CONTROLLER] 567993665279 | speed_controller | [0.0,3.470703125,1.0153896484375]
robot_main , [CONTROLLER] 567993665279 | stability_controller | [1.0153896484375,0.9187756028864948,-4.901206535582336]
robot_main , [MAIN_LOOP] 567993665330 | robot_frequency | [216.20579332397799,62,216.97144784850974]
robot_main , [CONTROLLER] 567993665330 | speed_controller | [0.0,2.8603515625,0.9766323242187499]
robot_main , [CONTROLLER] 567993665330 | stability_controller | [0.9766323242187499,0.9320107672321488,1.18622397855583]
robot_main , [MAIN_LOOP] 567993665381 | robot_frequency | [216.32193076463454,73,216.97144784850974]
robot_main , [CONTROLLER] 567993665381 | speed_controller | [0.0,3.0966796875,0.99163916015625]
robot_main , [CONTROLLER] 567993665381 | stability_controller | [0.99163916015625,0.9286036144371765,4.563473334667077]
robot_main , [MAIN_LOOP] 567993665432 | robot_frequency | [216.35090412412046,84,216.97144784850974]
robot_main , [CONTROLLER] 567993665432 | speed_controller | [0.0,3.0556640625,0.98903466796875]
robot_main , [CONTROLLER] 567993665432 | stability_controller | [0.98903466796875,0.9416743631944632,-0.2501162988870028]
robot_main , [MAIN_LOOP] 567993665483 | robot_frequency | [216.27769652587008,95,216.97144784850974]
robot_main , [CONTROLLER] 567993665483 | speed_controller | [0.0,3.18359375,0.9971582031249999]
robot_main , [CONTROLLER] 567993665483 | stability_controller | [0.9971582031249999,0.9416667774047873,0.1367000995112243]
robot_main , [MAIN_LOOP] 567993665533 | robot_frequency | [217.04932858096709,5,216.28361117268625]
robot_main , [CONTROLLER] 567993665533 | speed_controller | [0.0,3.0029296875,0.98568603515625]
robot_main , [CONTROLLER] 567993665533 | stability_controller | [0.98568603515625,0.9564898824660238,-0.028370302651781087]
robot_main , [MAIN_LOOP] 567993665585 | robot_frequency | [214.8432115596921,16,216.28361117268625]
robot_main , [CONTROLLER] 567993665585 | speed_controller | [0.0,3.0576171875,0.9891586914062499]
robot_main , [CONTROLLER] 567993665585 | stability_controller | [0.9891586914062499,0.9476647884464358,2.4084400853255477]
robot_main , [MAIN_LOOP] 567993665636 | robot_frequency | [215.47359449331344,27,216.28361117268625]
robot_main , [CONTROLLER] 567993665636 | speed_controller | [0.0,3.087890625,0.9910810546875]
robot_main , [CONTROLLER] 567993665636 | stability_controller | [0.9910810546875,0.9559689797860017,0.8902694813878782]
robot_main , [MAIN_LOOP] 567993665687 | robot_frequency | [215.68934121058186,38,216.28361117268625]
robot_main , [CONTROLLER] 567993665687 | speed_controller | [0.0,3.4755859375,1.01569970703125]
robot_main , [CONTROLLER] 567993665687 | stability_controller | [1.01569970703125,0.9457253869224543,5.742654842165325]
robot_main , [MAIN_LOOP] 567993665737 | robot_frequency | [215.9880093947238,49,216.28361117268625]
robot_main , [CONTROLLER] 567993665737 | speed_controller | [0.0,3.3642578125,1.0086303710937499]
robot_main , [CONTROLLER] 567993665737 | stability_controller | [1.0086303710937499,0.9682046140442724,-4.6803577688825735]
robot_main , [MAIN_LOOP] 567993665789 | robot_frequency | [215.73454162180013,60,216.28361117268625]
robot_main , [CONTROLLER] 567993665789 | speed_controller | [0.0,3.2236328125,0.99970068359375]
robot_main , [CONTROLLER] 567993665789 | stability_controller | [0.99970068359375,0.9649329772166177,-0.11330836639254571]
robot_main , [MAIN_LOOP] 567993665840 | robot_frequency | [215.75055666999472,71,216.28361117268625]
robot_main , [CONTROLLER] 567993665840 | speed_controller | [0.0,3.3017578125,1.00466162109375]
robot_main , [CONTROLLER] 567993665840 | stability_controller | [1.00466162109375,0.9528652824947335,18.5182097765482]
robot_main , [MAIN_LOOP] 567993665890 | robot_frequency | [215.86143572558973,82,216.28361117268625]
robot_main , [CONTROLLER] 567993665890 | speed_controller | [0.0,3.890625,1.0420546874999999]
robot_main , [CONTROLLER] 567993665890 | stability_controller | [1.0420546874999999,0.9597037652043213,-4.919449871527547]
robot_main , [MAIN_LOOP] 567993665941 | robot_frequency | [216.00443672397853,93,216.28361117268625]
robot_main , [CONTROLLER] 567993665941 | speed_controller | [0.0,3.646484375,1.0265517578124999]
robot_main , [CONTROLLER] 567993665941 | stability_controller | [1.0265517578124999,0.9773875552487418,-1.0545112301132926]
robot_main , [MAIN_LOOP] 567993665992 | robot_frequency | [217.26775574686144,3,216.0178942591566]
robot_main , [CONTROLLER] 567993665992 | speed_controller | [0.0,3.4833984375,1.01619580078125]
robot_main , [CONTROLLER] 567993665992 | stability_controller | [1.01619580078125,0.9791060651406847,0.193233089224709]
robot_main , [MAIN_LOOP] 567993666043 | robot_frequency | [216.9895945001907,14,216.0178942591566]
robot_main , [CONTROLLER] 567993666043 | speed_controller | [0.0,3.59375,1.023203125]
robot_main , [CONTROLLER] 567993666043 | stability_controller | [1.023203125,0.9743814925212775,5.306349918460207]
robot_main , [MAIN_LOOP] 567993666093 | robot_frequency | [216.76383454556742,25,216.0178942591566]
robot_main , [CONTROLLER] 567993666093 | speed_controller | [0.0,3.7373046875,1.03231884765625]
robot_main , [CONTROLLER] 567993666093 | stability_controller | [1.03231884765625,0.9829007706883711,-0.6802049886402852]
robot_main , [MAIN_LOOP] 567993666144 | robot_frequency | [216.8209050997101,36,216.0178942591566]
robot_main , [CONTROLLER] 567993666144 | speed_controller | [0.0,3.7275390625,1.03169873046875]
robot_main , [CONTROLLER] 567993666144 | stability_controller | [1.03169873046875,0.9875485913923704,-5.344616339530717]
robot_main , [MAIN_LOOP] 567993666195 | robot_frequency | [216.45622092828734,47,216.0178942591566]
robot_main , [CONTROLLER] 567993666195 | speed_controller | [0.0,3.35546875,1.0080722656249999]
robot_main , [CONTROLLER] 567993666195 | stability_controller | [1.0080722656249999,1.0003696682481416,4.140939886055647]
robot_main , [MAIN_LOOP] 567993666246 | robot_frequency | [216.44131098254,58,216.0178942591566]
robot_main , [CONTROLLER] 567993666246 | speed_controller | [0.0,3.37109375,1.009064453125]
robot_main , [CONTROLLER] 567993666246 | stability_controller | [1.009064453125,0.9883956136790747,2.745173751717588]
robot_main , [MAIN_LOOP] 567993666298 | robot_frequency | [215.95858624959746,69,216.0178942591566]
robot_main , [CONTROLLER] 567993666298 | speed_controller | [0.0,3.6904296875,1.02934228515625]
robot_main , [CONTROLLER] 567993666298 | stability_controller | [1.02934228515625,0.9824288702385671,-1.636408355773336]
robot_main , [MAIN_LOOP] 567993666348 | robot_frequency | [216.12506499268383,80,216.0178942591566]
robot_main , [CONTROLLER] 567993666348 | speed_controller | [0.0,3.4111328125,1.0116069335937499]
robot_main , [CONTROLLER] 567993666348 | stability_controller | [1.0116069335937499,1.0087658748895652,-11.65835400912835]
robot_main , [MAIN_LOOP] 567993666399 | robot_frequency | [216.2219947250969,91,216.0178942591566]
robot_main , [CONTROLLER] 567993666399 | speed_controller | [0.0,3.177734375,0.9967861328125]
robot_main , [CONTROLLER] 567993666399 | stability_controller | [0.9967861328125,0.998665655199582,8.906147709976684]
robot_main , [MAIN_LOOP] 567993666450 | robot_frequency | [217.13891907652345,1,216.28304979175272]
robot_main , [CONTROLLER] 567993666450 | speed_controller | [0.0,3.20703125,0.9986464843749999]
robot_main , [CONTROLLER] 567993666450 | stability_controller | [0.9986464843749999,1.0085888642497993,-2.1672880866161157]
robot_main , [MAIN_LOOP] 567993666500 | robot_frequency | [216.5674557063367,12,216.28304979175272]
robot_main , [CONTROLLER] 567993666500 | speed_controller | [0.0,3.1513671875,0.9951118164062499]
robot_main , [CONTROLLER] 567993666500 | stability_controller | [0.9951118164062499,1.005148881735998,-4.138678052645034]
robot_main , [MAIN_LOOP] 567993666551 | robot_frequency | [216.6973909942529,23,216.28304979175272]
robot_main , [CONTROLLER] 567993666551 | speed_controller | [0.0,2.9169921875,0.9802290039062499]
robot_main , [CONTROLLER] 567993666551 | stability_controller | [0.9802290039062499,1.0156384558603646,-2.272216417446789]
robot_main , [MAIN_LOOP] 567993666602 | robot_frequency | [216.51346527231073,34,216.28304979175272]
robot_main , [CONTROLLER] 567993666602 | speed_controller | [0.0,2.8154296875,0.97377978515625]
robot_main , [CONTROLLER] 567993666602 | stability_controller | [0.97377978515625,1.0087654570385047,-0.8653043666648164]
robot_main , [MAIN_LOOP] 567993666653 | robot_frequency | [216.49077478929127,45,216.28304979175272]
robot_main , [CONTROLLER] 567993666653 | speed_controller | [0.0,2.5810546875,0.95889697265625]
robot_main , [CONTROLLER] 567993666653 | stability_controller | [0.95889697265625,1.0108096612198343,2.538270855390971]
robot_main , [MAIN_LOOP] 567993666704 | robot_frequency | [216.28881399233435,56,216.28304979175272]
robot_main , [CONTROLLER] 567993666704 | speed_controller | [0.0,2.759765625,0.9702451171875]
robot_main , [CONTROLLER] 567993666704 | stability_controller | [0.9702451171875,0.9976801925961682,7.744696951685514]
robot_main , [MAIN_LOOP] 567993666755 | robot_frequency | [216.44920061878028,67,216.28304979175272]
robot_main , [CONTROLLER] 567993666755 | speed_controller | [0.0,2.7412109375,0.96906689453125]
robot_main , [CONTROLLER] 567993666755 | stability_controller | [0.96906689453125,1.0046996783099706,-1.8936089330883519]
robot_main , [MAIN_LOOP] 567993666806 | robot_frequency | [216.4248825955303,78,216.28304979175272]
robot_main , [CONTROLLER] 567993666806 | speed_controller | [0.0,2.8212890625,0.9741518554687499]
robot_main , [CONTROLLER] 567993666806 | stability_controller | [0.9741518554687499,0.9973503668719126,-2.134890413805034]
robot_main , [MAIN_LOOP] 567993666856 | robot_frequency | [216.47526249378473,89,216.28304979175272]
robot_main , [CONTROLLER] 567993666856 | speed_controller | [0.0,2.4677734375,0.95170361328125]
robot_main , [CONTROLLER] 567993666856 | stability_controller | [0.95170361328125,1.0190552525881655,-14.952265086079278]
robot_main , [MAIN_LOOP] 567993666907 | robot_frequency | [216.47875208676362,100,216.28304979175272]
robot_main , [CONTROLLER] 567993666907 | speed_controller | [0.0,2.2001953125,0.93471240234375]
robot_main , [CONTROLLER] 567993666907 | stability_controller | [0.93471240234375,0.9952052862004226,3.397611099336215]
robot_main , [MAIN_LOOP] 567993666958 | robot_frequency | [215.97558594062474,10,216.47875208676362]
robot_main , [CONTROLLER] 567993666958 | speed_controller | [0.0,2.6728515625,0.9647260742187499]
robot_main , [CONTROLLER] 567993666958 | stability_controller | [0.9647260742187499,0.9940298823549993,1.8549608315749853]
robot_main , [MAIN_LOOP] 567993667009 | robot_frequency | [216.66345933105046,21,216.47875208676362]
robot_main , [CONTROLLER] 567993667415 | stability_controller | [0.8701582031249999,1.0025506485118008,-14.091147704519921]
robot_main , [MAIN_LOOP] 567993667466 | robot_frequency | [217.0994662912248,19,216.31036025303234]
robot_main , [CONTROLLER] 567993667466 | speed_controller | [0.0,0.51513671875,0.827711181640625]
robot_main , [CONTROLLER] 567993667466 | stability_controller | [0.827711181640625,1.0044095098702306,-7.241500445388358]
robot_main , [MAIN_LOOP] 567993667517 | robot_frequency | [217.07075282048484,30,216.31036025303234]
robot_main , [CONTROLLER] 567993667517 | speed_controller | [0.0,0.306884765625,0.8144871826171874]
robot_main , [CONTROLLER] 567993667517 | stability_controller | [0.8144871826171874,0.9733673957195836,3.939989873705604]
robot_main , [MAIN_LOOP] 567993667568 | robot_frequency | [216.9026842690447,41,216.31036025303234]
robot_main , [CONTROLLER] 567993667568 | speed_controller | [0.0,1.099609375,0.8648251953124999]
robot_main , [CONTROLLER] 567993667568 | stability_controller | [0.8648251953124999,0.9534035930350327,8.035331153457227]
robot_main , [MAIN_LOOP] 567993667619 | robot_frequency | [216.5640813797883,52,216.31036025303234]
robot_main , [CONTROLLER] 567993667619 | speed_controller | [0.0,0.568603515625,0.8311063232421875]
robot_main , [CONTROLLER] 567993667619 | stability_controller | [0.8311063232421875,0.997483945910979,-23.11351837785851]
robot_main , [MAIN_LOOP] 567993667670 | robot_frequency | [216.54828633754022,63,216.31036025303234]
robot_main , [CONTROLLER] 567993667670 | speed_controller | [0.0,-0.54345703125,0.7598631753832996]
robot_main , [CONTROLLER] 567993667670 | stability_controller | [0.7598631753832996,0.9902056994631662,-6.477082863799256]
robot_main , [MAIN_LOOP] 567993667720 | robot_frequency | [216.55506752263835,74,216.31036025303234]
robot_main , [CONTROLLER] 567993667720 | speed_controller | [0.0,-0.822021484375,0.7400761404383774]
robot_main , [CONTROLLER] 567993667720 | stability_controller | [0.7400761404383774,0.9535115642893045,11.848609174777055]
robot_main , [MAIN_LOOP] 567993667771 | robot_frequency | [216.4747566413047,85,216.31036025303234]
robot_main , [CONTROLLER] 567993667771 | speed_controller | [0.0,-0.3018798828125,0.7714517330016933]
robot_main , [CONTROLLER] 567993667771 | stability_controller | [0.7714517330016933,0.9234181433584033,22.283540991360255]
robot_main , [MAIN_LOOP] 567993667822 | robot_frequency | [216.45086346278504,96,216.31036025303234]
robot_main , [CONTROLLER] 567993667822 | speed_controller | [0.0,-0.10113525390625,0.7840136124062087]
robot_main , [CONTROLLER] 567993667822 | stability_controller | [0.7840136124062087,0.937703982865512,-10.23431607051589]
robot_main , [MAIN_LOOP] 567993667873 | robot_frequency | [216.57742059808467,6,216.48564957793027]
robot_main , [CONTROLLER] 567993667873 | speed_controller | [0.0,-0.668212890625,0.7468306130372115]
robot_main , [CONTROLLER] 567993667873 | stability_controller | [0.7468306130372115,0.9161155752992886,-5.568311907915023]
robot_main , [MAIN_LOOP] 567993667924 | robot_frequency | [216.0224005580908,17,216.48564957793027]
robot_main , [CONTROLLER] 567993667924 | speed_controller | [0.0,-0.734375,0.7407850928690646]
robot_main , [CONTROLLER] 567993667924 | stability_controller | [0.7407850928690646,0.9098100708748736,0.5540661586208349]
robot_main , [MAIN_LOOP] 567993667975 | robot_frequency | [215.4884115218596,28,216.48564957793027]
robot_main , [CONTROLLER] 567993667975 | speed_controller | [0.0,-0.735107421875,0.7386497768254089]
robot_main , [CONTROLLER] 567993667975 | stability_controller | [0.7386497768254089,0.9058217237949718,-7.1222465969481625]
robot_main , [MAIN_LOOP] 567993668026 | robot_frequency | [215.92395311013883,39,216.48564957793027]
robot_main , [CONTROLLER] 567993668026 | speed_controller | [0.0,-0.66552734375,0.7411302647961023]
robot_main , [CONTROLLER] 567993668026 | stability_controller | [0.7411302647961023,0.8727137269885615,9.47935034659617]
robot_main , [MAIN_LOOP] 567993668077 | robot_frequency | [216.1297866600778,50,216.48564957793027]
robot_main , [CONTROLLER] 567993668077 | speed_controller | [0.0,-0.69677734375,0.7374822467133532]
robot_main , [CONTROLLER] 567993668077 | stability_controller | [0.7374822467133532,0.8805264154625533,-9.783445948951613]
robot_main , [MAIN_LOOP] 567993668128 | robot_frequency | [215.98537474831687,61,216.48564957793027]
robot_main , [CONTROLLER] 567993668128 | speed_controller | [0.0,-1.59375,0.6774025863783213]
robot_main , [CONTROLLER] 567993668128 | stability_controller | [0.6774025863783213,0.9096553278134556,-19.841017925184826]
robot_main , [MAIN_LOOP] 567993668179 | robot_frequency | [215.9633278472695,72,216.48564957793027]
robot_main , [CONTROLLER] 567993668179 | speed_controller | [0.0,-2.0556640625,0.6429017565044819]
robot_main , [CONTROLLER] 567993668179 | stability_controller | [0.6429017565044819,0.8642712241247004,11.722778261854051]
robot_main , [MAIN_LOOP] 567993668230 | robot_frequency | [216.1319718521904,83,216.48564957793027]
robot_main , [CONTROLLER] 567993668230 | speed_controller | [0.0,-1.6787109375,0.6618723768009699]
robot_main , [CONTROLLER] 567993668230 | stability_controller | [0.6618723768009699,0.8443111492338524,4.39248752483358]
robot_main , [MAIN_LOOP] 567993668281 | robot_frequency | [216.00137662936075,94,216.48564957793027]
robot_main , [CONTROLLER] 567993668281 | speed_controller | [0.0,-1.39453125,0.675526503036312]
robot_main , [CONTROLLER] 567993668281 | stability_controller | [0.675526503036312,0.8254213287113731,9.299036172766364]
robot_main , [MAIN_LOOP] 567993668331 | robot_frequency | [215.46516866933112,4,216.01827831972005]
robot_main , [CONTROLLER] 567993668331 | speed_controller | [0.0,-1.5048828125,0.664975138033788]
robot_main , [CONTROLLER] 567993668331 | stability_controller | [0.664975138033788,0.8294571946255445,-12.219002599736712]
robot_main , [MAIN_LOOP] 567993668382 | robot_frequency | [216.4676628559221,15,216.01827831972005]
robot_main , [CONTROLLER] 567993668382 | speed_controller | [0.0,-2.0166015625,0.6275827386365749]
robot_main , [CONTROLLER] 567993668382 | stability_controller | [0.6275827386365749,0.8144955071782024,9.29514052598332]
robot_main , [MAIN_LOOP] 567993668433 | robot_frequency | [216.59563534783257,26,216.01827831972005]
