LOGGING STARTED
robot_main , [MAIN_LOOP] 567993629779 | kalman_calibration | [-33.04723633440943,2.4098633646912434e-4]
robot_main , [MAIN_LOOP] 567993727297 | robot_frequency | [51.678138982043464,31,52.2254977682549]
robot_main , [CONTROLLER] 567993727297 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727297 | stability_controller | [0.7165347742090235,-1.1710248914726067,30.30608392279177]
robot_main , [MAIN_LOOP] 567993727352 | robot_frequency | [51.6841695991815,34,52.2254977682549]
robot_main , [CONTROLLER] 567993727352 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727352 | stability_controller | [0.7165347742090235,-1.1757929270307454,31.908021064299295]
robot_main , [MAIN_LOOP] 567993727412 | robot_frequency | [51.808933069852486,37,52.2254977682549]
robot_main , [CONTROLLER] 567993727412 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727412 | stability_controller | [0.7165347742090235,-1.1779683471810836,31.662729766557906]
robot_main , [MAIN_LOOP] 567993727470 | robot_frequency | [51.67725866127513,40,52.2254977682549]
robot_main , [CONTROLLER] 567993727470 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727470 | stability_controller | [0.7165347742090235,-1.1762557441154855,31.49209140993255]
robot_main , [MAIN_LOOP] 567993727528 | robot_frequency | [51.803498576220484,43,52.2254977682549]
robot_main , [CONTROLLER] 567993727528 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727528 | stability_controller | [0.7165347742090235,-1.1798489460852064,32.49102378519516]
robot_main , [MAIN_LOOP] 567993727587 | robot_frequency | [51.676621354749464,46,52.2254977682549]
robot_main , [CONTROLLER] 567993727587 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727587 | stability_controller | [0.7165347742090235,-1.1744135550738615,30.93614672837313]
robot_main , [MAIN_LOOP] 567993727646 | robot_frequency | [51.72454736547647,49,52.2254977682549]
robot_main , [CONTROLLER] 567993727646 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727646 | stability_controller | [0.7165347742090235,-1.1816780750910054,32.83009077504009]
robot_main , [MAIN_LOOP] 567993727704 | robot_frequency | [51.61580153348066,52,52.2254977682549]
robot_main , [CONTROLLER] 567993727704 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727704 | stability_controller | [0.7165347742090235,-1.1827235384041186,30.850913828924067]
robot_main , [MAIN_LOOP] 567993727763 | robot_frequency | [51.725001155540646,55,52.2254977682549]
robot_main , [CONTROLLER] 567993727763 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727763 | stability_controller | [0.7165347742090235,-1.1864049100388112,32.53541388177222]
robot_main , [MAIN_LOOP] 567993727822 | robot_frequency | [51.60304881553112,58,52.2254977682549]
robot_main , [CONTROLLER] 567993727822 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727822 | stability_controller | [0.7165347742090235,-1.1724372140069157,28.60034566533995]
robot_main , [MAIN_LOOP] 567993727880 | robot_frequency | [51.69652342687702,61,52.2254977682549]
robot_main , [CONTROLLER] 567993727880 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727880 | stability_controller | [0.7165347742090235,-1.1674966755470257,30.251003392997163]
robot_main , [MAIN_LOOP] 567993727939 | robot_frequency | [51.61151511970545,64,52.2254977682549]
robot_main , [CONTROLLER] 567993727939 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727939 | stability_controller | [0.7165347742090235,-1.1594649754572481,29.29320140583668]
robot_main , [MAIN_LOOP] 567993727998 | robot_frequency | [51.69027624984901,67,52.2254977682549]
robot_main , [CONTROLLER] 567993727998 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993727998 | stability_controller | [0.7165347742090235,-1.1622861961215782,32.40786432045719]
robot_main , [MAIN_LOOP] 567993728056 | robot_frequency | [51.59783538150342,70,52.2254977682549]
robot_main , [CONTROLLER] 567993728056 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728056 | stability_controller | [0.7165347742090235,-1.1575102884496828,28.089687565680638]
robot_main , [MAIN_LOOP] 567993728116 | robot_frequency | [51.621394794939505,73,52.2254977682549]
robot_main , [CONTROLLER] 567993728116 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728116 | stability_controller | [0.7165347742090235,-1.154849450163397,31.590723871493058]
robot_main , [MAIN_LOOP] 567993728173 | robot_frequency | [51.575956640523664,76,52.2254977682549]
robot_main , [CONTROLLER] 567993728173 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728173 | stability_controller | [0.7165347742090235,-1.1502978624537012,28.60869013039119]
robot_main , [MAIN_LOOP] 567993728233 | robot_frequency | [51.62720964393845,79,52.2254977682549]
robot_main , [CONTROLLER] 567993728233 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728233 | stability_controller | [0.7165347742090235,-1.15135159431993,31.991083929712854]
robot_main , [MAIN_LOOP] 567993728291 | robot_frequency | [51.57659500279911,82,52.2254977682549]
robot_main , [CONTROLLER] 567993728291 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728291 | stability_controller | [0.7165347742090235,-1.1515188466392923,30.55537471194101]
robot_main , [MAIN_LOOP] 567993728349 | robot_frequency | [51.63682130985151,85,52.2254977682549]
robot_main , [CONTROLLER] 567993728349 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728349 | stability_controller | [0.7165347742090235,-1.1533349652158429,31.448205851161017]
robot_main , [MAIN_LOOP] 567993728407 | robot_frequency | [51.60132313460161,88,52.2254977682549]
robot_main , [CONTROLLER] 567993728407 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728407 | stability_controller | [0.7165347742090235,-1.1508427769752252,30.630066582069013]
robot_main , [MAIN_LOOP] 567993728466 | robot_frequency | [51.636871926586736,91,52.2254977682549]
robot_main , [CONTROLLER] 567993728466 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728466 | stability_controller | [0.7165347742090235,-1.1513661361138554,30.906612032479313]
robot_main , [MAIN_LOOP] 567993728524 | robot_frequency | [51.58090692549036,94,52.2254977682549]
robot_main , [CONTROLLER] 567993728524 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728524 | stability_controller | [0.7165347742090235,-1.1553771839077231,30.562848460487256]
robot_main , [MAIN_LOOP] 567993728584 | robot_frequency | [51.628066966124344,97,52.2254977682549]
robot_main , [CONTROLLER] 567993728584 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728584 | stability_controller | [0.7165347742090235,-1.1634269741263115,32.50072976567052]
robot_main , [MAIN_LOOP] 567993728643 | robot_frequency | [51.538799312591344,100,52.2254977682549]
robot_main , [CONTROLLER] 567993728643 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728643 | stability_controller | [0.7165347742090235,-1.1672994506938559,30.375963802558992]
robot_main , [MAIN_LOOP] 567993728702 | robot_frequency | [51.79815204173288,2,51.538799312591344]
robot_main , [CONTROLLER] 567993728702 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728702 | stability_controller | [0.7165347742090235,-1.1737293096099806,32.754421856052886]
robot_main , [MAIN_LOOP] 567993728761 | robot_frequency | [50.230018563557095,5,51.538799312591344]
robot_main , [CONTROLLER] 567993728761 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728761 | stability_controller | [0.7165347742090235,-1.1673909396383833,29.251807753265002]
robot_main , [MAIN_LOOP] 567993728820 | robot_frequency | [51.32392901689788,8,51.538799312591344]
robot_main , [CONTROLLER] 567993728820 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728820 | stability_controller | [0.7165347742090235,-1.1696427309704993,32.324766212603045]
robot_main , [MAIN_LOOP] 567993728879 | robot_frequency | [50.75812364734038,11,51.538799312591344]
robot_main , [CONTROLLER] 567993728879 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728879 | stability_controller | [0.7165347742090235,-1.1731123818044877,30.798098553116702]
robot_main , [MAIN_LOOP] 567993728939 | robot_frequency | [51.058831366804824,14,51.538799312591344]
robot_main , [CONTROLLER] 567993728939 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728939 | stability_controller | [0.7165347742090235,-1.173918183108193,31.6647234297849]
robot_main , [MAIN_LOOP] 567993728997 | robot_frequency | [50.76926147839022,17,51.538799312591344]
robot_main , [CONTROLLER] 567993728997 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993728997 | stability_controller | [0.7165347742090235,-1.1676908318764032,28.2591746505637]
robot_main , [MAIN_LOOP] 567993729058 | robot_frequency | [50.910077650457524,20,51.538799312591344]
robot_main , [CONTROLLER] 567993729058 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729058 | stability_controller | [0.7165347742090235,-1.1681908682609692,31.081679252018514]
robot_main , [MAIN_LOOP] 567993729176 | robot_frequency | [50.765723694783915,26,51.538799312591344]
robot_main , [CONTROLLER] 567993729176 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729176 | stability_controller | [0.7165347742090235,-1.161166665491788,30.003057608255514]
robot_main , [MAIN_LOOP] 567993729294 | robot_frequency | [50.950500932281834,32,51.538799312591344]
robot_main , [CONTROLLER] 567993729294 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729294 | stability_controller | [0.7165347742090235,-1.1651423516651913,34.53803565623164]
robot_main , [MAIN_LOOP] 567993729412 | robot_frequency | [50.883551112438695,38,51.538799312591344]
robot_main , [CONTROLLER] 567993729412 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729412 | stability_controller | [0.7165347742090235,-1.1540931657007247,31.912862515360505]
robot_main , [MAIN_LOOP] 567993729530 | robot_frequency | [50.98350205687595,44,51.538799312591344]
robot_main , [CONTROLLER] 567993729530 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729530 | stability_controller | [0.7165347742090235,-1.1453750846926247,30.605861121719254]
robot_main , [MAIN_LOOP] 567993729648 | robot_frequency | [50.904994098230866,50,51.538799312591344]
robot_main , [CONTROLLER] 567993729648 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729648 | stability_controller | [0.7165347742090235,-1.1370430498237916,31.483330271572864]
robot_main , [MAIN_LOOP] 567993729707 | robot_frequency | [50.905145988674256,53,51.538799312591344]
robot_main , [CONTROLLER] 567993729707 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729707 | stability_controller | [0.7165347742090235,-1.125332670684308,30.159180234905904]
robot_main , [MAIN_LOOP] 567993729767 | robot_frequency | [50.98046010396563,56,51.538799312591344]
robot_main , [CONTROLLER] 567993729767 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729767 | stability_controller | [0.7165347742090235,-1.1309050250219874,31.298689226830867]
robot_main , [MAIN_LOOP] 567993729827 | robot_frequency | [50.87059138202332,59,51.538799312591344]
robot_main , [CONTROLLER] 567993729827 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729827 | stability_controller | [0.7165347742090235,-1.133202469876879,29.518388675137164]
robot_main , [MAIN_LOOP] 567993729885 | robot_frequency | [50.88328730763053,62,51.538799312591344]
robot_main , [CONTROLLER] 567993729885 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729885 | stability_controller | [0.7165347742090235,-1.1345202368394214,32.159543595156045]
robot_main , [MAIN_LOOP] 567993729945 | robot_frequency | [50.91999802141761,65,51.538799312591344]
robot_main , [CONTROLLER] 567993729945 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993729945 | stability_controller | [0.7165347742090235,-1.1293247651470022,28.911577550937434]
robot_main , [MAIN_LOOP] 567993730004 | robot_frequency | [50.97616623275426,68,51.538799312591344]
robot_main , [CONTROLLER] 567993730004 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730004 | stability_controller | [0.7165347742090235,-1.1292190367352575,31.063751848448266]
robot_main , [MAIN_LOOP] 567993730064 | robot_frequency | [50.87816671922682,71,51.538799312591344]
robot_main , [CONTROLLER] 567993730064 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730064 | stability_controller | [0.7165347742090235,-1.1305199209306984,30.519594809945502]
robot_main , [MAIN_LOOP] 567993730123 | robot_frequency | [50.88932903714349,74,51.538799312591344]
robot_main , [CONTROLLER] 567993730123 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730123 | stability_controller | [0.7165347742090235,-1.1281651059041107,30.30313550269937]
robot_main , [MAIN_LOOP] 567993730183 | robot_frequency | [50.85956975966169,77,51.538799312591344]
robot_main , [CONTROLLER] 567993730183 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730183 | stability_controller | [0.7165347742090235,-1.1205197458608689,29.39362986653783]
robot_main , [MAIN_LOOP] 567993730243 | robot_frequency | [50.911946174012755,80,51.538799312591344]
robot_main , [CONTROLLER] 567993730243 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730243 | stability_controller | [0.7165347742090235,-1.1227105119227812,31.545324154827195]
robot_main , [MAIN_LOOP] 567993730303 | robot_frequency | [50.826264403123545,83,51.538799312591344]
robot_main , [CONTROLLER] 567993730303 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730303 | stability_controller | [0.7165347742090235,-1.121163014808998,29.366414373117475]
robot_main , [MAIN_LOOP] 567993730362 | robot_frequency | [50.826407879975335,86,51.538799312591344]
robot_main , [CONTROLLER] 567993730362 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730362 | stability_controller | [0.7165347742090235,-1.1197281774597108,29.885034243963506]
robot_main , [MAIN_LOOP] 567993730422 | robot_frequency | [50.80987771239663,89,51.538799312591344]
robot_main , [CONTROLLER] 567993730422 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730422 | stability_controller | [0.7165347742090235,-1.1135459544362236,30.042806206630576]
robot_main , [MAIN_LOOP] 567993730480 | robot_frequency | [50.86897033954278,92,51.538799312591344]
robot_main , [CONTROLLER] 567993730480 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730480 | stability_controller | [0.7165347742090235,-1.1172170099335612,30.509221712790467]
robot_main , [MAIN_LOOP] 567993730539 | robot_frequency | [50.860049323952786,95,51.538799312591344]
robot_main , [CONTROLLER] 567993730539 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730539 | stability_controller | [0.7165347742090235,-1.1160821202633033,28.96213948924495]
robot_main , [MAIN_LOOP] 567993730601 | robot_frequency | [50.857865718057205,98,51.538799312591344]
robot_main , [CONTROLLER] 567993730601 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730601 | stability_controller | [0.7165347742090235,-1.1193945002215382,32.19768825017215]
robot_main , [MAIN_LOOP] 567993730660 | robot_frequency | [0,0,50.85914497903605]
robot_main , [CONTROLLER] 567993730660 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730660 | stability_controller | [0.7165347742090235,-1.1155376730380495,28.705557442535802]
robot_main , [MAIN_LOOP] 567993730719 | robot_frequency | [52.07022597552521,3,50.85914497903605]
robot_main , [CONTROLLER] 567993730719 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730719 | stability_controller | [0.7165347742090235,-1.1159575599355838,30.537887333332417]
robot_main , [MAIN_LOOP] 567993730779 | robot_frequency | [50.49317288795613,6,50.85914497903605]
robot_main , [CONTROLLER] 567993730779 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730779 | stability_controller | [0.7165347742090235,-1.1178408074339723,28.437431258516014]
robot_main , [MAIN_LOOP] 567993730839 | robot_frequency | [51.11238826636682,9,50.85914497903605]
robot_main , [CONTROLLER] 567993730839 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730839 | stability_controller | [0.7165347742090235,-1.1194015549622016,31.216045003066338]
robot_main , [MAIN_LOOP] 567993730899 | robot_frequency | [50.535588337169486,12,50.85914497903605]
robot_main , [CONTROLLER] 567993730899 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730899 | stability_controller | [0.7165347742090235,-1.1106106665522248,28.9640999985206]
robot_main , [MAIN_LOOP] 567993730959 | robot_frequency | [50.75276025182334,15,50.85914497903605]
robot_main , [CONTROLLER] 567993730959 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993730959 | stability_controller | [0.7165347742090235,-1.10583597731791,29.353738169000096]
robot_main , [MAIN_LOOP] 567993731018 | robot_frequency | [50.45286230318882,18,50.85914497903605]
robot_main , [CONTROLLER] 567993731018 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731018 | stability_controller | [0.7165347742090235,-1.1000496507191468,29.24221354500129]
robot_main , [MAIN_LOOP] 567993731079 | robot_frequency | [50.660514176063046,21,50.85914497903605]
robot_main , [CONTROLLER] 567993731079 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731079 | stability_controller | [0.7165347742090235,-1.1101191788792055,32.86832949192266]
robot_main , [MAIN_LOOP] 567993731138 | robot_frequency | [50.39798979209392,24,50.85914497903605]
robot_main , [CONTROLLER] 567993731138 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731138 | stability_controller | [0.7165347742090235,-1.1047699879577908,27.852899371546435]
robot_main , [MAIN_LOOP] 567993731198 | robot_frequency | [50.40952998968102,27,50.85914497903605]
robot_main , [CONTROLLER] 567993731198 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731198 | stability_controller | [0.7165347742090235,-1.1076132290390037,31.171749349563427]
robot_main , [MAIN_LOOP] 567993731257 | robot_frequency | [50.434452291146,30,50.85914497903605]
robot_main , [CONTROLLER] 567993731257 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731257 | stability_controller | [0.7165347742090235,-1.1016890645120074,28.431989808553208]
robot_main , [MAIN_LOOP] 567993731317 | robot_frequency | [50.5525959048785,33,50.85914497903605]
robot_main , [CONTROLLER] 567993731317 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731317 | stability_controller | [0.7165347742090235,-1.1029642195584037,30.616556675748026]
robot_main , [MAIN_LOOP] 567993731378 | robot_frequency | [50.41334145637735,36,50.85914497903605]
robot_main , [CONTROLLER] 567993731378 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731378 | stability_controller | [0.7165347742090235,-1.1042312901933158,29.479792527021605]
robot_main , [MAIN_LOOP] 567993731437 | robot_frequency | [50.51343143090191,39,50.85914497903605]
robot_main , [CONTROLLER] 567993731437 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731437 | stability_controller | [0.7165347742090235,-1.1139149870902567,33.083409619018525]
robot_main , [MAIN_LOOP] 567993731497 | robot_frequency | [50.39687006121323,42,50.85914497903605]
robot_main , [CONTROLLER] 567993731497 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731497 | stability_controller | [0.7165347742090235,-1.1097791831676571,30.011076470700406]
robot_main , [MAIN_LOOP] 567993731557 | robot_frequency | [50.508582680975614,45,50.85914497903605]
robot_main , [CONTROLLER] 567993731557 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731557 | stability_controller | [0.7165347742090235,-1.113718838037343,30.28945472588782]
robot_main , [MAIN_LOOP] 567993731617 | robot_frequency | [50.37583100385998,48,50.85914497903605]
robot_main , [CONTROLLER] 567993731617 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731617 | stability_controller | [0.7165347742090235,-1.1115075368587697,28.87400044532955]
robot_main , [MAIN_LOOP] 567993731677 | robot_frequency | [50.47347735073205,51,50.85914497903605]
robot_main , [CONTROLLER] 567993731677 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731677 | stability_controller | [0.7165347742090235,-1.1164604529590498,31.155600073007594]
robot_main , [MAIN_LOOP] 567993731738 | robot_frequency | [50.338113403356516,54,50.85914497903605]
robot_main , [CONTROLLER] 567993731738 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731738 | stability_controller | [0.7165347742090235,-1.110806350201667,29.019246659205116]
robot_main , [MAIN_LOOP] 567993731798 | robot_frequency | [50.40625017289122,57,50.85914497903605]
robot_main , [CONTROLLER] 567993731798 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731798 | stability_controller | [0.7165347742090235,-1.111756920107395,29.956005893726687]
robot_main , [MAIN_LOOP] 567993731858 | robot_frequency | [50.31288911174765,60,50.85914497903605]
robot_main , [CONTROLLER] 567993731858 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731858 | stability_controller | [0.7165347742090235,-1.1107110163340916,29.769864434660427]
robot_main , [MAIN_LOOP] 567993731918 | robot_frequency | [50.37260116443143,63,50.85914497903605]
robot_main , [CONTROLLER] 567993731918 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731918 | stability_controller | [0.7165347742090235,-1.1088337735246423,28.77462661525827]
robot_main , [MAIN_LOOP] 567993731979 | robot_frequency | [50.275256212812906,66,50.85914497903605]
robot_main , [CONTROLLER] 567993731979 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993731979 | stability_controller | [0.7165347742090235,-1.10109936970183,28.04424924739236]
robot_main , [MAIN_LOOP] 567993732038 | robot_frequency | [50.34309209416673,69,50.85914497903605]
robot_main , [CONTROLLER] 567993732038 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993732038 | stability_controller | [0.7165347742090235,-1.102435222153558,31.109102961334557]
robot_main , [MAIN_LOOP] 567993732100 | robot_frequency | [50.255739781810256,72,50.85914497903605]
robot_main , [CONTROLLER] 567993732100 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993732100 | stability_controller | [0.7165347742090235,-1.1043619272641396,29.322243806887347]
robot_main , [MAIN_LOOP] 567993732160 | robot_frequency | [50.30173249690243,75,50.85914497903605]
robot_main , [CONTROLLER] 567993732160 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993732160 | stability_controller | [0.7165347742090235,-1.1003573196153014,28.750659884608712]
robot_main , [MAIN_LOOP] 567993732221 | robot_frequency | [50.22057806795831,78,50.85914497903605]
robot_main , [CONTROLLER] 567993732221 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993732221 | stability_controller | [0.7165347742090235,-1.0966901681394214,27.175329220062547]
robot_main , [MAIN_LOOP] 567993732281 | robot_frequency | [50.26782779475213,81,50.85914497903605]
robot_main , [CONTROLLER] 567993732281 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993732281 | stability_controller | [0.7165347742090235,-1.0864300650828822,28.113064142496736]
robot_main , [MAIN_LOOP] 567993732341 | robot_frequency | [50.187998754307316,84,50.85914497903605]
robot_main , [CONTROLLER] 567993732341 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993732341 | stability_controller | [0.7165347742090235,-1.0854028284025252,30.108801538978902]
robot_main , [MAIN_LOOP] 567993732402 | robot_frequency | [50.24612710199862,87,50.85914497903605]
robot_main , [CONTROLLER] 567993732402 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993732402 | stability_controller | [0.7165347742090235,-1.086757013144826,29.243478275854226]
robot_main , [MAIN_LOOP] 567993732462 | robot_frequency | [50.1770054903517,90,50.85914497903605]
robot_main , [CONTROLLER] 567993732462 | speed_controller | [0.0,0.0,0.7165347742090235]
robot_main , [CONTROLLER] 567993732462 | stability_controller | [0.7165347742090235,-1.0815733444768318,28.236436739209942]
robot_main , [MAIN_LOOP] 567993732513 | robot_frequency | [58.269593499705245,97,50.85914497903605]
robot_main , [CONTROLLER] 567993732513 | speed_controller | [0.0,2.46875,0.8751976609551347]
robot_main , [CONTROLLER] 567993732513 | stability_controller | [0.8751976609551347,-1.049542750096323,56.58499370463696]
robot_main , [MAIN_LOOP] 567993732563 | robot_frequency | [217.45196287314178,7,63.04305201285234]
robot_main , [CONTROLLER] 567993732563 | speed_controller | [0.0,7.33203125,1.198857263027574]
robot_main , [CONTROLLER] 567993732563 | stability_controller | [1.198857263027574,-0.9216868246604933,34.46672531695401]
robot_main , [MAIN_LOOP] 567993732614 | robot_frequency | [216.51437206653722,18,63.04305201285234]
robot_main , [CONTROLLER] 567993732614 | speed_controller | [0.0,9.109375,1.3335589049541157]
robot_main , [CONTROLLER] 567993732614 | stability_controller | [1.3335589049541157,-0.7456792902413643,-8.05428929622137]
robot_main , [MAIN_LOOP] 567993732665 | robot_frequency | [216.81787354658692,29,63.04305201285234]
robot_main , [CONTROLLER] 567993732665 | speed_controller | [0.0,8.921875,1.3459549250415292]
robot_main , [CONTROLLER] 567993732665 | stability_controller | [1.3459549250415292,-0.5490567835343514,6.958502055213369]
robot_main , [MAIN_LOOP] 567993732715 | robot_frequency | [217.01047740766768,40,63.04305201285234]
robot_main , [CONTROLLER] 567993732715 | speed_controller | [0.0,9.65234375,1.407923828125]
robot_main , [CONTROLLER] 567993732715 | stability_controller | [1.407923828125,-0.3433460030351921,-3.943342926821334]
robot_main , [MAIN_LOOP] 567993732766 | robot_frequency | [216.81309035025916,51,63.04305201285234]
robot_main , [CONTROLLER] 567993732766 | speed_controller | [0.0,9.23828125,1.381630859375]
robot_main , [CONTROLLER] 567993732766 | stability_controller | [1.381630859375,-0.23302325134334523,60.21989823311043]
robot_main , [MAIN_LOOP] 567993732817 | robot_frequency | [216.71357771283334,62,63.04305201285234]
robot_main , [CONTROLLER] 567993732817 | speed_controller | [0.0,9.890625,1.4230546875]
robot_main , [CONTROLLER] 567993732817 | stability_controller | [1.4230546875,-0.14006103030039793,66.1609402470683]
robot_main , [MAIN_LOOP] 567993732868 | robot_frequency | [216.69819165355145,73,63.04305201285234]
robot_main , [CONTROLLER] 567993732868 | speed_controller | [0.0,13.04296875,1.623228515625]
robot_main , [CONTROLLER] 567993732868 | stability_controller | [1.623228515625,-0.11857433494200037,40.480492029402114]
robot_main , [MAIN_LOOP] 567993732919 | robot_frequency | [216.77021649422286,84,63.04305201285234]
robot_main , [CONTROLLER] 567993732919 | speed_controller | [0.0,13.01171875,1.621244140625]
