LOGGING STARTED
robot_main , [MAIN_LOOP] 567993629750 | kalman_calibration | [-1.2547446067887749,2.1380283336932252e-4]
robot_main , [CONTROLLER] 567993664613 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993664613 | stability_controller | [0.7949999999999999,2.000227104030837,-14.734674781107586]
robot_main , [MAIN_LOOP] 567993664664 | robot_frequency | [98.31028095484857,29,99.43979970450035]
robot_main , [CONTROLLER] 567993664664 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993664664 | stability_controller | [0.7949999999999999,1.9755667249031001,-14.691063668793458]
robot_main , [MAIN_LOOP] 567993664716 | robot_frequency | [97.98915282009632,34,99.43979970450035]
robot_main , [CONTROLLER] 567993664716 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993664716 | stability_controller | [0.7949999999999999,1.9463976627912003,-14.552808652619824]
robot_main , [MAIN_LOOP] 567993664767 | robot_frequency | [98.36832048394626,39,99.43979970450035]
robot_main , [CONTROLLER] 567993664767 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993664767 | stability_controller | [0.7949999999999999,1.9253628945482137,-12.11547253185448]
robot_main , [MAIN_LOOP] 567993664818 | robot_frequency | [98.03050157206081,44,99.43979970450035]
robot_main , [CONTROLLER] 567993664818 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993664818 | stability_controller | [0.7949999999999999,1.8963931538630172,-13.058663750181136]
robot_main , [MAIN_LOOP] 567993664870 | robot_frequency | [98.31652091468142,49,99.43979970450035]
robot_main , [CONTROLLER] 567993664870 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993664870 | stability_controller | [0.7949999999999999,1.8797266502624472,-14.262167309998965]
robot_main , [MAIN_LOOP] 567993664921 | robot_frequency | [98.07930882971851,54,99.43979970450035]
robot_main , [CONTROLLER] 567993664921 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993664921 | stability_controller | [0.7949999999999999,1.860861813195867,-13.956299588200508]
robot_main , [MAIN_LOOP] 567993664973 | robot_frequency | [98.27479905259503,59,99.43979970450035]
robot_main , [CONTROLLER] 567993664973 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993664973 | stability_controller | [0.7949999999999999,1.851338791065378,-16.15335740311701]
robot_main , [MAIN_LOOP] 567993665024 | robot_frequency | [98.08394393474758,64,99.43979970450035]
robot_main , [CONTROLLER] 567993665024 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665024 | stability_controller | [0.7949999999999999,1.8405392068348136,-15.07422310787933]
robot_main , [MAIN_LOOP] 567993665075 | robot_frequency | [98.3876265587288,69,99.43979970450035]
robot_main , [CONTROLLER] 567993665075 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665075 | stability_controller | [0.7949999999999999,1.844570194285019,-20.048612244058482]
robot_main , [MAIN_LOOP] 567993665126 | robot_frequency | [98.19713458152633,74,99.43979970450035]
robot_main , [CONTROLLER] 567993665126 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665126 | stability_controller | [0.7949999999999999,1.8458121446562739,-16.352804258998393]
robot_main , [MAIN_LOOP] 567993665177 | robot_frequency | [98.33859633455191,79,99.43979970450035]
robot_main , [CONTROLLER] 567993665177 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665177 | stability_controller | [0.7949999999999999,1.854804735914476,-20.123460135436588]
robot_main , [MAIN_LOOP] 567993665229 | robot_frequency | [98.16878970616108,84,99.43979970450035]
robot_main , [CONTROLLER] 567993665229 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665229 | stability_controller | [0.7949999999999999,1.8570844354051188,-17.261860540949268]
robot_main , [MAIN_LOOP] 567993665280 | robot_frequency | [98.33551793025728,89,99.43979970450035]
robot_main , [CONTROLLER] 567993665280 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665280 | stability_controller | [0.7949999999999999,1.8688119966946044,-22.496380633210627]
robot_main , [MAIN_LOOP] 567993665331 | robot_frequency | [98.22636304650634,94,99.43979970450035]
robot_main , [CONTROLLER] 567993665331 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665331 | stability_controller | [0.7949999999999999,1.8795332259704185,-17.866409989691824]
robot_main , [MAIN_LOOP] 567993665383 | robot_frequency | [98.33024770169743,99,99.43979970450035]
robot_main , [CONTROLLER] 567993665383 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665383 | stability_controller | [0.7949999999999999,1.8848989124924234,-20.399961235279875]
robot_main , [MAIN_LOOP] 567993665435 | robot_frequency | [93.92420816215072,3,98.28741936508571]
robot_main , [CONTROLLER] 567993665435 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665435 | stability_controller | [0.7949999999999999,1.8869177396289574,-17.005591731776082]
robot_main , [MAIN_LOOP] 567993665486 | robot_frequency | [97.59423867597654,8,98.28741936508571]
robot_main , [CONTROLLER] 567993665486 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665486 | stability_controller | [0.7949999999999999,1.8828620108129484,-18.097549875811083]
robot_main , [MAIN_LOOP] 567993665538 | robot_frequency | [97.01510959576586,13,98.28741936508571]
robot_main , [CONTROLLER] 567993665538 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665538 | stability_controller | [0.7949999999999999,1.8687558958880666,-15.186584289669138]
robot_main , [MAIN_LOOP] 567993665591 | robot_frequency | [97.86347966109176,18,98.28741936508571]
robot_main , [CONTROLLER] 567993665591 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665591 | stability_controller | [0.7949999999999999,1.8570585786863767,-14.90454093747843]
robot_main , [MAIN_LOOP] 567993665642 | robot_frequency | [97.15464191243629,23,98.28741936508571]
robot_main , [CONTROLLER] 567993665642 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665642 | stability_controller | [0.7949999999999999,1.845005175182646,-14.33455798981214]
robot_main , [MAIN_LOOP] 567993665694 | robot_frequency | [97.84707004030197,28,98.28741936508571]
robot_main , [CONTROLLER] 567993665694 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665694 | stability_controller | [0.7949999999999999,1.8362284156624116,-17.624554645373383]
robot_main , [MAIN_LOOP] 567993665745 | robot_frequency | [97.39081113811025,33,98.28741936508571]
robot_main , [CONTROLLER] 567993665745 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665745 | stability_controller | [0.7949999999999999,1.8281016620167052,-14.666743122806881]
robot_main , [MAIN_LOOP] 567993665797 | robot_frequency | [97.67923845238145,38,98.28741936508571]
robot_main , [CONTROLLER] 567993665797 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665797 | stability_controller | [0.7949999999999999,1.8226639173371322,-17.064997404388436]
robot_main , [MAIN_LOOP] 567993665849 | robot_frequency | [97.30894778985376,43,98.28741936508571]
robot_main , [CONTROLLER] 567993665849 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665849 | stability_controller | [0.7949999999999999,1.815189134477573,-14.88161047801728]
robot_main , [MAIN_LOOP] 567993665901 | robot_frequency | [97.62868285013724,48,98.28741936508571]
robot_main , [CONTROLLER] 567993665901 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665901 | stability_controller | [0.7949999999999999,1.8116657700626733,-16.44435477710948]
robot_main , [MAIN_LOOP] 567993665953 | robot_frequency | [97.30188876125497,53,98.28741936508571]
robot_main , [CONTROLLER] 567993665953 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993665953 | stability_controller | [0.7949999999999999,1.8081736568411655,-15.32370946983918]
robot_main , [MAIN_LOOP] 567993666004 | robot_frequency | [97.57478755055722,58,98.28741936508571]
robot_main , [CONTROLLER] 567993666004 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666004 | stability_controller | [0.7949999999999999,1.8107998654011987,-17.433659607802845]
robot_main , [MAIN_LOOP] 567993666056 | robot_frequency | [97.38179003344794,63,98.28741936508571]
robot_main , [CONTROLLER] 567993666056 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666056 | stability_controller | [0.7949999999999999,1.811131140670205,-15.502973559354881]
robot_main , [MAIN_LOOP] 567993666109 | robot_frequency | [97.44564940952579,68,98.28741936508571]
robot_main , [CONTROLLER] 567993666109 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666109 | stability_controller | [0.7949999999999999,1.8129132996902275,-18.310818857537456]
robot_main , [MAIN_LOOP] 567993666160 | robot_frequency | [97.31477422310658,73,98.28741936508571]
robot_main , [CONTROLLER] 567993666160 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666160 | stability_controller | [0.7949999999999999,1.808789759714495,-15.504193495473586]
robot_main , [MAIN_LOOP] 567993666212 | robot_frequency | [97.48795396828775,78,98.28741936508571]
robot_main , [CONTROLLER] 567993666212 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666212 | stability_controller | [0.7949999999999999,1.8125287071614506,-18.449379782592157]
robot_main , [MAIN_LOOP] 567993666264 | robot_frequency | [97.27668356122966,83,98.28741936508571]
robot_main , [CONTROLLER] 567993666264 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666264 | stability_controller | [0.7949999999999999,1.8132731991853241,-16.179993834525263]
robot_main , [MAIN_LOOP] 567993666317 | robot_frequency | [97.27029283517177,88,98.28741936508571]
robot_main , [CONTROLLER] 567993666317 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666317 | stability_controller | [0.7949999999999999,1.815328975779108,-18.63784523939031]
robot_main , [MAIN_LOOP] 567993666369 | robot_frequency | [97.14676028008347,93,98.28741936508571]
robot_main , [CONTROLLER] 567993666369 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666369 | stability_controller | [0.7949999999999999,1.8132019087808338,-15.087272852977144]
robot_main , [MAIN_LOOP] 567993666421 | robot_frequency | [97.24602712937897,98,98.28741936508571]
robot_main , [CONTROLLER] 567993666421 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666421 | stability_controller | [0.7949999999999999,1.8056560755916078,-16.688826228805173]
robot_main , [MAIN_LOOP] 567993666473 | robot_frequency | [100.51019288398442,2,97.18229837977124]
robot_main , [CONTROLLER] 567993666473 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666473 | stability_controller | [0.7949999999999999,1.7939632513805412,-13.629049507665194]
robot_main , [MAIN_LOOP] 567993666525 | robot_frequency | [99.5638730937778,7,97.18229837977124]
robot_main , [CONTROLLER] 567993666525 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666525 | stability_controller | [0.7949999999999999,1.7853753141510122,-13.958416859903988]
robot_main , [MAIN_LOOP] 567993666577 | robot_frequency | [97.51122385405733,12,97.18229837977124]
robot_main , [CONTROLLER] 567993666577 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666577 | stability_controller | [0.7949999999999999,1.7742627514971459,-13.964092265462403]
robot_main , [MAIN_LOOP] 567993666630 | robot_frequency | [97.62177959441911,17,97.18229837977124]
robot_main , [CONTROLLER] 567993666630 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666630 | stability_controller | [0.7949999999999999,1.7731763902939213,-17.18658452782183]
robot_main , [MAIN_LOOP] 567993666681 | robot_frequency | [97.04752334321033,22,97.18229837977124]
robot_main , [CONTROLLER] 567993666681 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666681 | stability_controller | [0.7949999999999999,1.767767810009499,-14.43542595303111]
robot_main , [MAIN_LOOP] 567993666733 | robot_frequency | [97.62974433966825,27,97.18229837977124]
robot_main , [CONTROLLER] 567993666733 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666733 | stability_controller | [0.7949999999999999,1.762531302372875,-14.257104988763889]
robot_main , [MAIN_LOOP] 567993666785 | robot_frequency | [97.1995995126411,32,97.18229837977124]
robot_main , [CONTROLLER] 567993666785 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666785 | stability_controller | [0.7949999999999999,1.7604264372280893,-14.276269408497265]
robot_main , [MAIN_LOOP] 567993666837 | robot_frequency | [97.4891853887578,37,97.18229837977124]
robot_main , [CONTROLLER] 567993666837 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666837 | stability_controller | [0.7949999999999999,1.7611945243788252,-17.116141463221197]
robot_main , [MAIN_LOOP] 567993666889 | robot_frequency | [97.14898679148534,42,97.18229837977124]
robot_main , [CONTROLLER] 567993666889 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666889 | stability_controller | [0.7949999999999999,1.760878951911263,-15.815277646487639]
robot_main , [MAIN_LOOP] 567993666941 | robot_frequency | [97.30883253510466,47,97.18229837977124]
robot_main , [CONTROLLER] 567993666941 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666941 | stability_controller | [0.7949999999999999,1.7630879342434334,-15.983438137633089]
robot_main , [MAIN_LOOP] 567993666993 | robot_frequency | [97.0455055684863,52,97.18229837977124]
robot_main , [CONTROLLER] 567993666993 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993666993 | stability_controller | [0.7949999999999999,1.7611981749311232,-15.655400920462226]
robot_main , [MAIN_LOOP] 567993667047 | robot_frequency | [97.13015001580087,57,97.18229837977124]
robot_main , [CONTROLLER] 567993667047 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667047 | stability_controller | [0.7949999999999999,1.762903387306344,-18.93795973856047]
robot_main , [MAIN_LOOP] 567993667099 | robot_frequency | [96.73701814312997,62,97.18229837977124]
robot_main , [CONTROLLER] 567993667099 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667099 | stability_controller | [0.7949999999999999,1.7509887308406515,-13.310331934456773]
robot_main , [MAIN_LOOP] 567993667152 | robot_frequency | [96.81270405795388,67,97.18229837977124]
robot_main , [CONTROLLER] 567993667152 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667152 | stability_controller | [0.7949999999999999,1.745411417530087,-15.244318116721333]
robot_main , [MAIN_LOOP] 567993667204 | robot_frequency | [96.60856366448067,72,97.18229837977124]
robot_main , [CONTROLLER] 567993667204 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667204 | stability_controller | [0.7949999999999999,1.7404558228210831,-14.127569541605093]
robot_main , [MAIN_LOOP] 567993667257 | robot_frequency | [96.73407944718275,77,97.18229837977124]
robot_main , [CONTROLLER] 567993667257 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667257 | stability_controller | [0.7949999999999999,1.7348203140554728,-15.418545674930344]
robot_main , [MAIN_LOOP] 567993667309 | robot_frequency | [96.55179340174257,82,97.18229837977124]
robot_main , [CONTROLLER] 567993667309 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667309 | stability_controller | [0.7949999999999999,1.726979489325777,-14.373016715930948]
robot_main , [MAIN_LOOP] 567993667362 | robot_frequency | [96.63147970624564,87,97.18229837977124]
robot_main , [CONTROLLER] 567993667362 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667362 | stability_controller | [0.7949999999999999,1.726214296639422,-15.391218095006337]
robot_main , [MAIN_LOOP] 567993667414 | robot_frequency | [96.51571151683957,92,97.18229837977124]
robot_main , [CONTROLLER] 567993667414 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667414 | stability_controller | [0.7949999999999999,1.7230063881665876,-13.862722625485457]
robot_main , [MAIN_LOOP] 567993667466 | robot_frequency | [96.62514995333103,97,97.18229837977124]
robot_main , [CONTROLLER] 567993667466 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667466 | stability_controller | [0.7949999999999999,1.7159560773511524,-14.54392784758791]
robot_main , [MAIN_LOOP] 567993667518 | robot_frequency | [96.16603667269268,1,96.43692892636822]
robot_main , [CONTROLLER] 567993667518 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667518 | stability_controller | [0.7949999999999999,1.709219627680203,-14.015800511545935]
robot_main , [MAIN_LOOP] 567993667571 | robot_frequency | [98.23062128762382,6,96.43692892636822]
robot_main , [CONTROLLER] 567993667571 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667571 | stability_controller | [0.7949999999999999,1.708234990273991,-13.950521444401689]
robot_main , [MAIN_LOOP] 567993667624 | robot_frequency | [95.83986987368881,11,96.43692892636822]
robot_main , [CONTROLLER] 567993667624 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667624 | stability_controller | [0.7949999999999999,1.7022676119541826,-14.132526292050283]
robot_main , [MAIN_LOOP] 567993667677 | robot_frequency | [96.52741976647972,16,96.43692892636822]
robot_main , [CONTROLLER] 567993667677 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667677 | stability_controller | [0.7949999999999999,1.7000255818961225,-14.7371568790022]
robot_main , [MAIN_LOOP] 567993667729 | robot_frequency | [95.77145254937155,21,96.43692892636822]
robot_main , [CONTROLLER] 567993667729 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667729 | stability_controller | [0.7949999999999999,1.6934324946571708,-13.054269604880687]
robot_main , [MAIN_LOOP] 567993667783 | robot_frequency | [96.14028199532032,26,96.43692892636822]
robot_main , [CONTROLLER] 567993667783 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667783 | stability_controller | [0.7949999999999999,1.690511547293284,-13.071318516200659]
robot_main , [MAIN_LOOP] 567993667835 | robot_frequency | [95.75262283134971,31,96.43692892636822]
robot_main , [CONTROLLER] 567993667835 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667835 | stability_controller | [0.7949999999999999,1.6878294788261539,-14.005805762164707]
robot_main , [MAIN_LOOP] 567993667888 | robot_frequency | [96.14485403884753,36,96.43692892636822]
robot_main , [CONTROLLER] 567993667888 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667888 | stability_controller | [0.7949999999999999,1.6835516705298632,-13.647631109239349]
robot_main , [MAIN_LOOP] 567993667941 | robot_frequency | [95.67905981013355,41,96.43692892636822]
robot_main , [CONTROLLER] 567993667941 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667941 | stability_controller | [0.7949999999999999,1.683026625584423,-13.979264149182663]
robot_main , [MAIN_LOOP] 567993667994 | robot_frequency | [95.7789740767015,46,96.43692892636822]
robot_main , [CONTROLLER] 567993667994 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993667994 | stability_controller | [0.7949999999999999,1.6776671590011178,-12.769059118056022]
robot_main , [MAIN_LOOP] 567993668048 | robot_frequency | [95.47716473882937,51,96.43692892636822]
robot_main , [CONTROLLER] 567993668048 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668048 | stability_controller | [0.7949999999999999,1.6723984845768933,-13.394076554941874]
robot_main , [MAIN_LOOP] 567993668101 | robot_frequency | [95.5025133651266,56,96.43692892636822]
robot_main , [CONTROLLER] 567993668101 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668101 | stability_controller | [0.7949999999999999,1.670308766915752,-13.794683462067137]
robot_main , [MAIN_LOOP] 567993668154 | robot_frequency | [95.34892527227778,61,96.43692892636822]
robot_main , [CONTROLLER] 567993668154 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668154 | stability_controller | [0.7949999999999999,1.6704389238686328,-13.634096775120224]
robot_main , [MAIN_LOOP] 567993668206 | robot_frequency | [95.55876636432262,66,96.43692892636822]
robot_main , [CONTROLLER] 567993668206 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668206 | stability_controller | [0.7949999999999999,1.6674774812263637,-14.771963081395654]
robot_main , [MAIN_LOOP] 567993668259 | robot_frequency | [95.42984768038471,71,96.43692892636822]
robot_main , [CONTROLLER] 567993668259 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668259 | stability_controller | [0.7949999999999999,1.6607887000901487,-13.282070817227469]
robot_main , [MAIN_LOOP] 567993668311 | robot_frequency | [95.6059008252704,76,96.43692892636822]
robot_main , [CONTROLLER] 567993668311 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668311 | stability_controller | [0.7949999999999999,1.6602164612170829,-14.199910375132799]
robot_main , [MAIN_LOOP] 567993668365 | robot_frequency | [95.42621184681778,81,96.43692892636822]
robot_main , [CONTROLLER] 567993668365 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668365 | stability_controller | [0.7949999999999999,1.6536686310104192,-12.924467690942226]
robot_main , [MAIN_LOOP] 567993668418 | robot_frequency | [95.56212736508587,86,96.43692892636822]
robot_main , [CONTROLLER] 567993668418 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668418 | stability_controller | [0.7949999999999999,1.6514347774859623,-13.15167468898942]
robot_main , [MAIN_LOOP] 567993668471 | robot_frequency | [95.36558032258993,91,96.43692892636822]
robot_main , [CONTROLLER] 567993668471 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668471 | stability_controller | [0.7949999999999999,1.650256221335711,-14.065197804247688]
robot_main , [MAIN_LOOP] 567993668524 | robot_frequency | [95.51051488852096,96,96.43692892636822]
robot_main , [CONTROLLER] 567993668524 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668524 | stability_controller | [0.7949999999999999,1.6506190494581232,-13.931200782306929]
robot_main , [MAIN_LOOP] 567993668577 | robot_frequency | [0,0,95.39506539464706]
robot_main , [CONTROLLER] 567993668577 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668577 | stability_controller | [0.7949999999999999,1.6464150809901805,-12.825459676211366]
robot_main , [MAIN_LOOP] 567993668630 | robot_frequency | [96.15532419650488,5,95.39506539464706]
robot_main , [CONTROLLER] 567993668630 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668630 | stability_controller | [0.7949999999999999,1.6443034403684424,-13.379032185018975]
robot_main , [MAIN_LOOP] 567993668684 | robot_frequency | [94.11965279567971,10,95.39506539464706]
robot_main , [CONTROLLER] 567993668684 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668684 | stability_controller | [0.7949999999999999,1.6400872055833862,-12.899436545200187]
robot_main , [MAIN_LOOP] 567993668737 | robot_frequency | [95.07626871770783,15,95.39506539464706]
robot_main , [CONTROLLER] 567993668737 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668737 | stability_controller | [0.7949999999999999,1.6392952896834834,-13.97759562777123]
robot_main , [MAIN_LOOP] 567993668790 | robot_frequency | [94.4060167973533,20,95.39506539464706]
robot_main , [CONTROLLER] 567993668790 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668790 | stability_controller | [0.7949999999999999,1.6343435711175078,-11.90558072180957]
robot_main , [MAIN_LOOP] 567993668844 | robot_frequency | [94.62169872306751,25,95.39506539464706]
robot_main , [CONTROLLER] 567993668844 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668844 | stability_controller | [0.7949999999999999,1.6320716716188626,-15.107505001072528]
robot_main , [MAIN_LOOP] 567993668898 | robot_frequency | [94.17813000397544,30,95.39506539464706]
robot_main , [CONTROLLER] 567993668898 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668898 | stability_controller | [0.7949999999999999,1.6284369877261031,-12.869617930458027]
robot_main , [MAIN_LOOP] 567993668951 | robot_frequency | [94.62223770963317,35,95.39506539464706]
robot_main , [CONTROLLER] 567993668951 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993668951 | stability_controller | [0.7949999999999999,1.6247100808738033,-13.846140136439486]
robot_main , [MAIN_LOOP] 567993669004 | robot_frequency | [94.32372426246721,40,95.39506539464706]
robot_main , [CONTROLLER] 567993669004 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993669004 | stability_controller | [0.7949999999999999,1.623355781880539,-12.328775115658415]
robot_main , [MAIN_LOOP] 567993669058 | robot_frequency | [94.61583369394678,45,95.39506539464706]
robot_main , [CONTROLLER] 567993669058 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993669058 | stability_controller | [0.7949999999999999,1.6212942546139815,-14.610246885337634]
robot_main , [MAIN_LOOP] 567993669111 | robot_frequency | [94.34232106535566,50,95.39506539464706]
robot_main , [CONTROLLER] 567993669111 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993669111 | stability_controller | [0.7949999999999999,1.6215144628719484,-13.496156052901819]
robot_main , [MAIN_LOOP] 567993669164 | robot_frequency | [94.62316365459392,55,95.39506539464706]
robot_main , [CONTROLLER] 567993669164 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993669164 | stability_controller | [0.7949999999999999,1.6188672078345605,-13.300189046682176]
robot_main , [MAIN_LOOP] 567993669218 | robot_frequency | [94.35244406706327,60,95.39506539464706]
robot_main , [CONTROLLER] 567993669218 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
robot_main , [CONTROLLER] 567993669218 | stability_controller | [0.7949999999999999,1.6198190324778183,-13.434403978126737]
robot_main , [MAIN_LOOP] 567993669271 | robot_frequency | [94.57003743988501,65,95.39506539464706]
robot_main , [CONTROLLER] 567993669271 | speed_controller | [0.0,0.0,0.0,0.7949999999999999]
