LOGGING STARTED
robot_main , [MAIN_LOOP] 567993632583 | kalman_calibration | [3.5283488797369102,-0.01332052738414592]
robot_main , [CONTROLLER] 567993652510 | stability_controller | [-0.6719399536919252,-0.5933922822590737,-25.123077085891133]
robot_main , [MAIN_LOOP] 567993652562 | robot_frequency | [152.92347467023757,23,152.12710563180815]
robot_main , [CONTROLLER] 567993652562 | speed_controller | [0.0,0.0,0.640625,-0.7091456367165254]
robot_main , [CONTROLLER] 567993652562 | stability_controller | [-0.7091456367165254,-0.6068930171687205,-1.7523113302584308]
robot_main , [MAIN_LOOP] 567993652615 | robot_frequency | [152.72831931457378,31,152.12710563180815]
robot_main , [CONTROLLER] 567993652615 | speed_controller | [0.0,0.0,0.890869140625,-0.6912911867987593]
robot_main , [CONTROLLER] 567993652615 | stability_controller | [-0.6912911867987593,-0.6506601138545438,21.668840707855367]
robot_main , [MAIN_LOOP] 567993652668 | robot_frequency | [152.41938796169984,39,152.12710563180815]
robot_main , [CONTROLLER] 567993652668 | speed_controller | [0.0,0.0,1.71484375,-0.6351806281815977]
robot_main , [CONTROLLER] 567993652668 | stability_controller | [-0.6351806281815977,-0.644942299848228,-6.218777594474066]
robot_main , [MAIN_LOOP] 567993652720 | robot_frequency | [152.56574987916534,47,152.12710563180815]
robot_main , [CONTROLLER] 567993652720 | speed_controller | [0.0,0.0,1.40283203125,-0.6504733041706374]
robot_main , [CONTROLLER] 567993652720 | stability_controller | [-0.6504733041706374,-0.60470610155032,-19.22053416191348]
robot_main , [MAIN_LOOP] 567993652773 | robot_frequency | [152.37893133554994,55,152.12710563180815]
robot_main , [CONTROLLER] 567993652773 | speed_controller | [0.0,0.0,0.830322265625,-0.6839336459694485]
robot_main , [CONTROLLER] 567993652773 | stability_controller | [-0.6839336459694485,-0.6079773016734804,-1.8044283321292265]
robot_main , [MAIN_LOOP] 567993652826 | robot_frequency | [152.24068496768007,63,152.12710563180815]
robot_main , [CONTROLLER] 567993652826 | speed_controller | [0.0,0.0,1.15380859375,-0.6608698054744916]
robot_main , [CONTROLLER] 567993652826 | stability_controller | [-0.6608698054744916,-0.6281130790257625,41.76917792679573]
robot_main , [MAIN_LOOP] 567993652878 | robot_frequency | [152.3405767064478,71,152.12710563180815]
robot_main , [CONTROLLER] 567993652878 | speed_controller | [0.0,0.0,2.25,-0.5862421988351442]
robot_main , [CONTROLLER] 567993652878 | stability_controller | [-0.5862421988351442,-0.6264533347090211,-0.6064362314053959]
robot_main , [MAIN_LOOP] 567993652932 | robot_frequency | [151.9381972204413,79,152.12710563180815]
robot_main , [CONTROLLER] 567993652932 | speed_controller | [0.0,0.0,1.810546875,-0.6078028099541722]
robot_main , [CONTROLLER] 567993652932 | stability_controller | [-0.6078028099541722,-0.5650957525966406,-18.49465360994924]
robot_main , [MAIN_LOOP] 567993652987 | robot_frequency | [151.54706663141852,87,152.12710563180815]
robot_main , [CONTROLLER] 567993652987 | speed_controller | [0.0,0.0,-0.561279296875,-0.7562887182334331]
robot_main , [CONTROLLER] 567993652987 | stability_controller | [-0.7562887182334331,-0.5548812307516073,-43.169608511385725]
robot_main , [MAIN_LOOP] 567993653040 | robot_frequency | [151.70353387892587,95,152.12710563180815]
robot_main , [CONTROLLER] 567993653040 | speed_controller | [0.0,0.0,-1.361328125,-0.8104805496515134]
robot_main , [CONTROLLER] 567993653040 | stability_controller | [-0.8104805496515134,-0.6211317137222765,53.79175167056362]
robot_main , [MAIN_LOOP] 567993653092 | robot_frequency | [153.32790517132952,2,151.63590253713653]
robot_main , [CONTROLLER] 567993653092 | speed_controller | [0.0,0.0,1.35498046875,-0.6388759811360778]
robot_main , [CONTROLLER] 567993653092 | stability_controller | [-0.6388759811360778,-0.729452573903521,63.78401954119083]
robot_main , [MAIN_LOOP] 567993653144 | robot_frequency | [152.59163503289682,10,151.63590253713653]
robot_main , [CONTROLLER] 567993653144 | speed_controller | [0.0,0.0,4.423828125,-0.43481386225207636]
robot_main , [CONTROLLER] 567993653144 | stability_controller | [-0.43481386225207636,-0.6691039495537797,3.7528904761310065]
robot_main , [MAIN_LOOP] 567993653196 | robot_frequency | [152.94689550820004,18,151.63590253713653]
robot_main , [CONTROLLER] 567993653196 | speed_controller | [0.0,0.0,3.6904296875,-0.4694475735437863]
robot_main , [CONTROLLER] 567993653196 | stability_controller | [-0.4694475735437863,-0.5151062466821863,-54.01991960628463]
robot_main , [MAIN_LOOP] 567993653249 | robot_frequency | [152.98770334048055,26,151.63590253713653]
robot_main , [CONTROLLER] 567993653249 | speed_controller | [0.0,0.0,1.2939453125,-0.6153488214038352]
robot_main , [CONTROLLER] 567993653249 | stability_controller | [-0.6153488214038352,-0.4403147285887811,-39.03333533930285]
robot_main , [MAIN_LOOP] 567993653302 | robot_frequency | [152.26445595804486,34,151.63590253713653]
robot_main , [CONTROLLER] 567993653302 | speed_controller | [0.0,0.0,-0.18487548828125,-0.7080499209838071]
robot_main , [CONTROLLER] 567993653302 | stability_controller | [-0.7080499209838071,-0.4654056456581296,-3.6743753441255107]
robot_main , [MAIN_LOOP] 567993653355 | robot_frequency | [152.28988822753482,42,151.63590253713653]
robot_main , [CONTROLLER] 567993653355 | speed_controller | [0.0,0.0,-0.037506103515625,-0.6995071869886033]
robot_main , [CONTROLLER] 567993653355 | stability_controller | [-0.6995071869886033,-0.5411234934824595,27.066787224797963]
robot_main , [MAIN_LOOP] 567993653407 | robot_frequency | [152.4560639217788,50,151.63590253713653]
robot_main , [CONTROLLER] 567993653407 | speed_controller | [0.0,0.0,1.98046875,-0.5685203047388113]
robot_main , [CONTROLLER] 567993653407 | stability_controller | [-0.5685203047388113,-0.6493713355047495,35.123697082166444]
robot_main , [MAIN_LOOP] 567993653460 | robot_frequency | [152.59895142059705,58,151.63590253713653]
robot_main , [CONTROLLER] 567993653460 | speed_controller | [0.0,0.0,4.708984375,-0.3856447275706214]
robot_main , [CONTROLLER] 567993653460 | stability_controller | [-0.3856447275706214,-0.655338898485945,99.22794918603772]
robot_main , [MAIN_LOOP] 567993653514 | robot_frequency | [151.76497484099784,66,151.63590253713653]
robot_main , [CONTROLLER] 567993653514 | speed_controller | [0.0,0.0,7.919921875,-0.16172726524682912]
robot_main , [CONTROLLER] 567993653514 | stability_controller | [-0.16172726524682912,-0.586627030220166,24.13639282216871]
robot_main , [MAIN_LOOP] 567993653566 | robot_frequency | [151.95277453630897,74,151.63590253713653]
robot_main , [CONTROLLER] 567993653566 | speed_controller | [0.0,0.0,8.20703125,-0.12015785992067507]
robot_main , [CONTROLLER] 567993653566 | stability_controller | [-0.12015785992067507,-0.4348084463820335,-25.953754799677114]
robot_main , [MAIN_LOOP] 567993653618 | robot_frequency | [152.11006741968245,82,151.63590253713653]
robot_main , [CONTROLLER] 567993653618 | speed_controller | [0.0,0.0,6.041015625,-0.23884596784171847]
robot_main , [CONTROLLER] 567993653618 | stability_controller | [-0.23884596784171847,-0.3344770076585461,-32.91942402289128]
robot_main , [MAIN_LOOP] 567993653671 | robot_frequency | [152.22624477477842,90,151.63590253713653]
robot_main , [CONTROLLER] 567993653671 | speed_controller | [0.0,0.0,4.25390625,-0.33813090825445213]
robot_main , [CONTROLLER] 567993653671 | stability_controller | [-0.33813090825445213,-0.2643205572302881,-26.166326195561982]
robot_main , [MAIN_LOOP] 567993653723 | robot_frequency | [152.26192045315415,98,151.63590253713653]
robot_main , [CONTROLLER] 567993653723 | speed_controller | [0.0,0.0,3.0732421875,-0.4038195711552744]
robot_main , [CONTROLLER] 567993653723 | stability_controller | [-0.4038195711552744,-0.2598498937255463,-8.957096457371328]
robot_main , [MAIN_LOOP] 567993653775 | robot_frequency | [153.43492190843673,5,152.28780914593352]
robot_main , [CONTROLLER] 567993653775 | speed_controller | [0.0,0.0,2.6357421875,-0.4235707505876544]
robot_main , [CONTROLLER] 567993653775 | stability_controller | [-0.4235707505876544,-0.2597456351909912,-5.566868025869958]
robot_main , [MAIN_LOOP] 567993653829 | robot_frequency | [151.40884987555816,13,152.28780914593352]
robot_main , [CONTROLLER] 567993653829 | speed_controller | [0.0,0.0,2.107421875,-0.4503604197918084]
robot_main , [CONTROLLER] 567993653829 | stability_controller | [-0.4503604197918084,-0.25182126260172644,-9.386120625045669]
robot_main , [MAIN_LOOP] 567993653881 | robot_frequency | [151.57277878256738,21,152.28780914593352]
robot_main , [CONTROLLER] 567993653881 | speed_controller | [0.0,0.0,1.76123046875,-0.4671242451681519]
robot_main , [CONTROLLER] 567993653881 | stability_controller | [-0.4671242451681519,-0.26300598209048176,0.5350168689158723]
robot_main , [MAIN_LOOP] 567993653933 | robot_frequency | [152.09726770016096,29,152.28780914593352]
robot_main , [CONTROLLER] 567993653933 | speed_controller | [0.0,0.0,1.70361328125,-0.4661759316541484]
robot_main , [CONTROLLER] 567993653933 | stability_controller | [-0.4661759316541484,-0.2702713528221256,-1.1587609672228822]
robot_main , [MAIN_LOOP] 567993653985 | robot_frequency | [152.41991647676306,37,152.28780914593352]
robot_main , [CONTROLLER] 567993653985 | speed_controller | [0.0,0.0,1.32763671875,-0.4857754267673935]
robot_main , [CONTROLLER] 567993653985 | stability_controller | [-0.4857754267673935,-0.2551745466684432,-19.399806238453653]
robot_main , [MAIN_LOOP] 567993654038 | robot_frequency | [152.39948536702414,45,152.28780914593352]
robot_main , [CONTROLLER] 567993654038 | speed_controller | [0.0,0.0,1.11376953125,-0.4961632194317408]
robot_main , [CONTROLLER] 567993654038 | stability_controller | [-0.4961632194317408,-0.2761776875426571,-9.455368454843843]
robot_main , [MAIN_LOOP] 567993654090 | robot_frequency | [152.53803514125204,53,152.28780914593352]
robot_main , [CONTROLLER] 567993654090 | speed_controller | [0.0,0.0,1.22900390625,-0.4857567014367432]
robot_main , [CONTROLLER] 567993654090 | stability_controller | [-0.4857567014367432,-0.31543398435481435,19.09681204107972]
robot_main , [MAIN_LOOP] 567993654143 | robot_frequency | [152.49777661843495,61,152.28780914593352]
robot_main , [CONTROLLER] 567993654143 | speed_controller | [0.0,0.0,3.810546875,-0.31575951233183686]
robot_main , [CONTROLLER] 567993654143 | stability_controller | [-0.31575951233183686,-0.35301590834340124,80.97022479714212]
robot_main , [MAIN_LOOP] 567993654195 | robot_frequency | [152.60227465765428,69,152.28780914593352]
robot_main , [CONTROLLER] 567993654195 | speed_controller | [0.0,0.0,7.837890625,-0.042778489888680216]
robot_main , [CONTROLLER] 567993654195 | stability_controller | [-0.042778489888680216,-0.3111435379495402,44.49193236777584]
robot_main , [MAIN_LOOP] 567993654247 | robot_frequency | [152.648341492657,77,152.28780914593352]
robot_main , [CONTROLLER] 567993654247 | speed_controller | [0.0,0.0,8.69140625,0.035154626917525134]
robot_main , [CONTROLLER] 567993654247 | stability_controller | [0.035154626917525134,-0.14973704968296267,-28.862565883018412]
robot_main , [MAIN_LOOP] 567993654300 | robot_frequency | [152.48200516925235,85,152.28780914593352]
robot_main , [CONTROLLER] 567993654300 | speed_controller | [0.0,0.0,5.267578125,-0.1632873932181737]
robot_main , [CONTROLLER] 567993654300 | stability_controller | [-0.1632873932181737,0.034717757253826635,-76.89691406255842]
robot_main , [MAIN_LOOP] 567993654353 | robot_frequency | [152.49914480427097,93,152.28780914593352]
robot_main , [CONTROLLER] 567993654353 | speed_controller | [0.0,0.0,2.4248046875,-0.333387947949499]
robot_main , [CONTROLLER] 567993654353 | stability_controller | [-0.333387947949499,0.022336542445519685,-17.492496587383247]
robot_main , [MAIN_LOOP] 567993654405 | robot_frequency | [0,0,152.42356690517002]
robot_main , [CONTROLLER] 567993654405 | speed_controller | [0.0,0.0,2.0087890625,-0.354457485103956]
robot_main , [CONTROLLER] 567993654405 | stability_controller | [-0.354457485103956,-0.050369809297861064,19.011794900805732]
robot_main , [MAIN_LOOP] 567993654458 | robot_frequency | [151.83134622990127,8,152.42356690517002]
robot_main , [CONTROLLER] 567993654458 | speed_controller | [0.0,0.0,7.806640625,0.024797064323351214]
robot_main , [CONTROLLER] 567993654458 | stability_controller | [0.024797064323351214,-0.14964101462901228,110.65092859983174]
robot_main , [MAIN_LOOP] 567993654510 | robot_frequency | [152.66303128719238,16,152.42356690517002]
robot_main , [CONTROLLER] 567993654510 | speed_controller | [0.0,0.0,12.8125,0.3732247970890258]
robot_main , [CONTROLLER] 567993654510 | stability_controller | [0.3732247970890258,-0.012635242280331605,-31.054728153545113]
robot_main , [MAIN_LOOP] 567993654563 | robot_frequency | [152.81969310541817,24,152.42356690517002]
robot_main , [CONTROLLER] 567993654563 | speed_controller | [0.0,0.0,9.87109375,0.21895351277980996]
robot_main , [CONTROLLER] 567993654563 | stability_controller | [0.21895351277980996,0.3077693163018943,-98.38766710571333]
robot_main , [MAIN_LOOP] 567993654615 | robot_frequency | [152.48329330306257,32,152.42356690517002]
robot_main , [CONTROLLER] 567993654615 | speed_controller | [0.0,0.0,4.34765625,-0.11228904554047586]
robot_main , [CONTROLLER] 567993654615 | stability_controller | [-0.11228904554047586,0.4041178288467194,-35.66823302670155]
robot_main , [MAIN_LOOP] 567993654668 | robot_frequency | [152.32724227369778,40,152.42356690517002]
robot_main , [CONTROLLER] 567993654668 | speed_controller | [0.0,0.0,0.39794921875,-0.35826203132878254]
robot_main , [CONTROLLER] 567993654668 | stability_controller | [-0.35826203132878254,0.3602184297746521,-8.14919259612861]
robot_main , [MAIN_LOOP] 567993654721 | robot_frequency | [152.33668596371902,48,152.42356690517002]
robot_main , [CONTROLLER] 567993654721 | speed_controller | [0.0,0.0,2.5693359375,-0.21843623242712237]
robot_main , [CONTROLLER] 567993654721 | stability_controller | [-0.21843623242712237,0.14571691413317256,84.45868118751785]
robot_main , [MAIN_LOOP] 567993654773 | robot_frequency | [152.44706919964668,56,152.42356690517002]
robot_main , [CONTROLLER] 567993654773 | speed_controller | [0.0,0.0,6.7421875,0.061246960538685]
robot_main , [CONTROLLER] 567993654773 | stability_controller | [0.061246960538685,0.06918430770319584,22.232497215878205]
robot_main , [MAIN_LOOP] 567993654826 | robot_frequency | [152.33072368353496,64,152.42356690517002]
robot_main , [CONTROLLER] 567993654826 | speed_controller | [0.0,0.0,7.9140625,0.15752811435937297]
robot_main , [CONTROLLER] 567993654826 | stability_controller | [0.15752811435937297,0.15704604395854851,-14.942444907915377]
robot_main , [MAIN_LOOP] 567993654878 | robot_frequency | [152.44855953158057,72,152.42356690517002]
robot_main , [CONTROLLER] 567993654878 | speed_controller | [0.0,0.0,6.6171875,0.09462239316619347]
robot_main , [CONTROLLER] 567993654878 | stability_controller | [0.09462239316619347,0.23825199179915904,-50.72359190626776]
robot_main , [MAIN_LOOP] 567993654931 | robot_frequency | [152.332844783826,80,152.42356690517002]
robot_main , [CONTROLLER] 567993654931 | speed_controller | [0.0,0.0,4.224609375,-0.04228221392676823]
robot_main , [CONTROLLER] 567993654931 | stability_controller | [-0.04228221392676823,0.28316369585510365,-39.10749170127845]
robot_main , [MAIN_LOOP] 567993654984 | robot_frequency | [152.18842308337014,88,152.42356690517002]
robot_main , [CONTROLLER] 567993654984 | speed_controller | [0.0,0.0,3.5888671875,-0.0726117568930949]
robot_main , [CONTROLLER] 567993654984 | stability_controller | [-0.0726117568930949,0.2255315241175946,90.89101618053803]
robot_main , [MAIN_LOOP] 567993655036 | robot_frequency | [152.2973297918557,96,152.42356690517002]
robot_main , [CONTROLLER] 567993655036 | speed_controller | [0.0,0.0,5.90234375,0.08788455612376672]
robot_main , [CONTROLLER] 567993655036 | stability_controller | [0.08788455612376672,0.16859250421932576,27.396795960244816]
robot_main , [MAIN_LOOP] 567993655088 | robot_frequency | [153.51269879663877,3,152.338313587258]
robot_main , [CONTROLLER] 567993655088 | speed_controller | [0.0,0.0,6.859375,0.16760676284531473]
robot_main , [CONTROLLER] 567993655088 | stability_controller | [0.16760676284531473,0.2349567507534046,-15.112133871230364]
robot_main , [MAIN_LOOP] 567993655141 | robot_frequency | [153.35617024614194,11,152.338313587258]
robot_main , [CONTROLLER] 567993655141 | speed_controller | [0.0,0.0,5.6640625,0.10846220641840593]
robot_main , [CONTROLLER] 567993655141 | stability_controller | [0.10846220641840593,0.24455886164846477,6.550781787461597]
robot_main , [MAIN_LOOP] 567993655193 | robot_frequency | [153.4055150718174,19,152.338313587258]
robot_main , [CONTROLLER] 567993655193 | speed_controller | [0.0,0.0,5.767578125,0.13066342872009956]
robot_main , [CONTROLLER] 567993655193 | stability_controller | [0.13066342872009956,0.2597360188448294,-5.1706910262722285]
robot_main , [MAIN_LOOP] 567993655245 | robot_frequency | [153.40956286332377,27,152.338313587258]
robot_main , [CONTROLLER] 567993655245 | speed_controller | [0.0,0.0,5.220703125,0.11110586391297511]
robot_main , [CONTROLLER] 567993655245 | stability_controller | [0.11110586391297511,0.2813072756097857,-21.55031735461048]
robot_main , [MAIN_LOOP] 567993655297 | robot_frequency | [153.2136535846346,35,152.338313587258]
robot_main , [CONTROLLER] 567993655297 | speed_controller | [0.0,0.0,4.275390625,0.06423120121682405]
robot_main , [CONTROLLER] 567993655297 | stability_controller | [0.06423120121682405,0.29065278778177694,-11.499948339582174]
robot_main , [MAIN_LOOP] 567993655350 | robot_frequency | [153.12129961393438,43,152.338313587258]
robot_main , [CONTROLLER] 567993655350 | speed_controller | [0.0,0.0,3.955078125,0.0555091713899874]
robot_main , [CONTROLLER] 567993655350 | stability_controller | [0.0555091713899874,0.269823930769182,-3.7860603466144713]
robot_main , [MAIN_LOOP] 567993655403 | robot_frequency | [152.6655453039048,51,152.338313587258]
robot_main , [CONTROLLER] 567993655403 | speed_controller | [0.0,0.0,4.529296875,0.10391098154244352]
robot_main , [CONTROLLER] 567993655403 | stability_controller | [0.10391098154244352,0.2506645344956592,20.134323865733304]
robot_main , [MAIN_LOOP] 567993655455 | robot_frequency | [152.7802019583742,59,152.338313587258]
robot_main , [CONTROLLER] 567993655455 | speed_controller | [0.0,0.0,5.119140625,0.15475388128754095]
robot_main , [CONTROLLER] 567993655455 | stability_controller | [0.15475388128754095,0.2539450079684677,11.050518887100116]
robot_main , [MAIN_LOOP] 567993655508 | robot_frequency | [152.6427858226562,67,152.338313587258]
robot_main , [CONTROLLER] 567993655508 | speed_controller | [0.0,0.0,5.353515625,0.1839972350474109]
robot_main , [CONTROLLER] 567993655508 | stability_controller | [0.1839972350474109,0.28790883471260986,-12.54475541034089]
robot_main , [MAIN_LOOP] 567993655560 | robot_frequency | [152.74104901618614,75,152.338313587258]
robot_main , [CONTROLLER] 567993655560 | speed_controller | [0.0,0.0,4.69921875,0.15637707336108544]
robot_main , [CONTROLLER] 567993655560 | stability_controller | [0.15637707336108544,0.3256904182773148,-19.620834767731615]
robot_main , [MAIN_LOOP] 567993655612 | robot_frequency | [152.81412271827426,83,152.338313587258]
robot_main , [CONTROLLER] 567993655612 | speed_controller | [0.0,0.0,3.9599609375,0.12163307338011328]
robot_main , [CONTROLLER] 567993655612 | stability_controller | [0.12163307338011328,0.3397521733981027,-8.634139493260435]
robot_main , [MAIN_LOOP] 567993655665 | robot_frequency | [152.80352500364907,91,152.338313587258]
robot_main , [CONTROLLER] 567993655665 | speed_controller | [0.0,0.0,3.3818359375,0.09487671647874049]
robot_main , [CONTROLLER] 567993655665 | stability_controller | [0.09487671647874049,0.34189304086528255,-7.997940216890197]
robot_main , [MAIN_LOOP] 567993655717 | robot_frequency | [152.81809512579335,99,152.338313587258]
robot_main , [CONTROLLER] 567993655717 | speed_controller | [0.0,0.0,2.8408203125,0.0688631929062667]
robot_main , [CONTROLLER] 567993655717 | stability_controller | [0.0688631929062667,0.35528969095894075,-14.738991621247642]
robot_main , [MAIN_LOOP] 567993655769 | robot_frequency | [153.45429846400242,6,152.82104327010015]
robot_main , [CONTROLLER] 567993655769 | speed_controller | [0.0,0.0,2.525390625,0.056267442923983266]
robot_main , [CONTROLLER] 567993655769 | stability_controller | [0.056267442923983266,0.3377150559966208,-4.053238917318005]
robot_main , [MAIN_LOOP] 567993655821 | robot_frequency | [153.33746361996154,14,152.82104327010015]
robot_main , [CONTROLLER] 567993655821 | speed_controller | [0.0,0.0,2.2509765625,0.0452830318656179]
robot_main , [CONTROLLER] 567993655821 | stability_controller | [0.0452830318656179,0.33364032328268656,-1.0352356331673556]
robot_main , [MAIN_LOOP] 567993655875 | robot_frequency | [152.32375964299533,22,152.82104327010015]
robot_main , [CONTROLLER] 567993655875 | speed_controller | [0.0,0.0,2.5556640625,0.07122502223636365]
robot_main , [CONTROLLER] 567993655875 | stability_controller | [0.07122502223636365,0.3211146375456463,9.198144018467806]
robot_main , [MAIN_LOOP] 567993655929 | robot_frequency | [152.46607850289922,30,152.82104327010015]
robot_main , [CONTROLLER] 567993655929 | speed_controller | [0.0,0.0,2.6552734375,0.08514488620405428]
robot_main , [CONTROLLER] 567993655929 | stability_controller | [0.08514488620405428,0.34536630065980123,-33.131134736942094]
robot_main , [MAIN_LOOP] 567993655981 | robot_frequency | [151.6567805550894,38,152.82104327010015]
robot_main , [CONTROLLER] 567993655981 | speed_controller | [0.0,0.0,-0.015224456787109375,-0.08011749425420477]
robot_main , [CONTROLLER] 567993655981 | stability_controller | [-0.08011749425420477,0.36294832249558046,-58.956246307753354]
robot_main , [MAIN_LOOP] 567993656034 | robot_frequency | [151.7441173465704,46,152.82104327010015]
robot_main , [CONTROLLER] 567993656034 | speed_controller | [0.0,0.0,-2.203125,-0.22329765775550095]
robot_main , [CONTROLLER] 567993656034 | stability_controller | [-0.22329765775550095,0.2989211138534418,-4.407612518474942]
robot_main , [MAIN_LOOP] 567993656086 | robot_frequency | [151.97525614605723,54,152.82104327010015]
robot_main , [CONTROLLER] 567993656086 | speed_controller | [0.0,0.0,-1.2275390625,-0.1663163582947518]
robot_main , [CONTROLLER] 567993656086 | stability_controller | [-0.1663163582947518,0.15268716602078825,40.16017516816728]
robot_main , [MAIN_LOOP] 567993656138 | robot_frequency | [152.17383840318158,62,152.82104327010015]
robot_main , [CONTROLLER] 567993656138 | speed_controller | [0.0,0.0,0.880859375,-0.03234720216901678]
robot_main , [CONTROLLER] 567993656138 | stability_controller | [-0.03234720216901678,0.09468383252848837,26.302808081403125]
robot_main , [MAIN_LOOP] 567993656190 | robot_frequency | [152.20759166222965,70,152.82104327010015]
robot_main , [CONTROLLER] 567993656190 | speed_controller | [0.0,0.0,3.33984375,0.12965846344309923]
robot_main , [CONTROLLER] 567993656190 | stability_controller | [0.12965846344309923,0.09219503873284074,31.52430486635477]
robot_main , [MAIN_LOOP] 567993656243 | robot_frequency | [152.18385973653562,78,152.82104327010015]
robot_main , [CONTROLLER] 567993656243 | speed_controller | [0.0,0.0,4.01171875,0.18386973461665274]
robot_main , [CONTROLLER] 567993656243 | stability_controller | [0.18386973461665274,0.20830432510643324,-22.436622039184687]
robot_main , [MAIN_LOOP] 567993656297 | robot_frequency | [151.86014718940993,86,152.82104327010015]
robot_main , [CONTROLLER] 567993656297 | speed_controller | [0.0,0.0,-1.07080078125,-0.1352086521214287]
robot_main , [CONTROLLER] 567993656297 | stability_controller | [-0.1352086521214287,0.32202442724991964,-61.76848268983215]
robot_main , [MAIN_LOOP] 567993656350 | robot_frequency | [151.97569940230633,94,152.82104327010015]
robot_main , [CONTROLLER] 567993656350 | speed_controller | [0.0,0.0,-3.923828125,-0.32471063024522206]
robot_main , [CONTROLLER] 567993656350 | stability_controller | [-0.32471063024522206,0.23086703679260218,8.569116673915321]
robot_main , [MAIN_LOOP] 567993656402 | robot_frequency | [153.43984715952723,1,152.05561741298052]
robot_main , [CONTROLLER] 567993656402 | speed_controller | [0.0,0.0,-2.6474609375,-0.2534246734486142]
robot_main , [CONTROLLER] 567993656402 | stability_controller | [-0.2534246734486142,0.06509522519151908,24.54636001866576]
robot_main , [MAIN_LOOP] 567993656454 | robot_frequency | [153.12496807929477,9,152.05561741298052]
robot_main , [CONTROLLER] 567993656454 | speed_controller | [0.0,0.0,-0.17041015625,-0.09925054983056088]
robot_main , [CONTROLLER] 567993656454 | stability_controller | [-0.09925054983056088,-0.005988322303007821,17.824864741351483]
robot_main , [MAIN_LOOP] 567993656507 | robot_frequency | [152.10833336693725,17,152.05561741298052]
robot_main , [CONTROLLER] 567993656507 | speed_controller | [0.0,0.0,1.3486328125,-0.0011093943783425791]
robot_main , [CONTROLLER] 567993656507 | stability_controller | [-0.0011093943783425791,0.0207687476660204,-1.517293394382881]
robot_main , [MAIN_LOOP] 567993656559 | robot_frequency | [152.38593081215163,25,152.05561741298052]
robot_main , [CONTROLLER] 567993656559 | speed_controller | [0.0,0.0,2.0634765625,0.04938464576382012]
robot_main , [CONTROLLER] 567993656559 | stability_controller | [0.04938464576382012,0.05243367858802108,-23.16183346150207]
robot_main , [MAIN_LOOP] 567993656612 | robot_frequency | [152.65279584086443,33,152.05561741298052]
robot_main , [CONTROLLER] 567993656612 | speed_controller | [0.0,0.0,0.790283203125,-0.02729005927027265]
robot_main , [CONTROLLER] 567993656612 | stability_controller | [-0.02729005927027265,0.14226860181652307,-27.24987855377352]
robot_main , [MAIN_LOOP] 567993656664 | robot_frequency | [152.79366299636905,41,152.05561741298052]
robot_main , [CONTROLLER] 567993656664 | speed_controller | [0.0,0.0,-1.4775390625,-0.17244038500116085]
robot_main , [CONTROLLER] 567993656664 | stability_controller | [-0.17244038500116085,0.16374231196287653,-90.20229843297676]
robot_main , [MAIN_LOOP] 567993656716 | robot_frequency | [152.75530114020316,49,152.05561741298052]
robot_main , [CONTROLLER] 567993656716 | speed_controller | [0.0,0.0,-4.392578125,-0.36696991961720277]
robot_main , [CONTROLLER] 567993656716 | stability_controller | [-0.36696991961720277,0.1284879718821636,-9.406216781083977]
robot_main , [MAIN_LOOP] 567993656769 | robot_frequency | [152.72241323892948,57,152.05561741298052]
robot_main , [CONTROLLER] 567993656769 | speed_controller | [0.0,0.0,-3.341796875,-0.3120785071930463]
robot_main , [CONTROLLER] 567993656769 | stability_controller | [-0.3120785071930463,-0.04553534978157418,71.8837390221769]
robot_main , [MAIN_LOOP] 567993656821 | robot_frequency | [152.75119987816416,65,152.05561741298052]
robot_main , [CONTROLLER] 567993656821 | speed_controller | [0.0,0.0,0.088653564453125,-0.09840691112019202]
robot_main , [CONTROLLER] 567993656821 | stability_controller | [-0.09840691112019202,-0.11518469504783974,139.67835847481805]
robot_main , [MAIN_LOOP] 567993656874 | robot_frequency | [152.66985449273557,73,152.05561741298052]
robot_main , [CONTROLLER] 567993656874 | speed_controller | [0.0,0.0,3.93359375,0.15303001432601512]
robot_main , [CONTROLLER] 567993656874 | stability_controller | [0.15303001432601512,-0.05965021749361132,4.118525953443121]
robot_main , [MAIN_LOOP] 567993656926 | robot_frequency | [152.62977118444923,81,152.05561741298052]
robot_main , [CONTROLLER] 567993656926 | speed_controller | [0.0,0.0,2.724609375,0.08690907950993777]
robot_main , [CONTROLLER] 567993656926 | stability_controller | [0.08690907950993777,0.14229350074127858,-99.39138452212721]
robot_main , [MAIN_LOOP] 567993656979 | robot_frequency | [152.59862035874684,89,152.05561741298052]
robot_main , [CONTROLLER] 567993656979 | speed_controller | [0.0,0.0,-4.9765625,-0.4044474201511571]
robot_main , [CONTROLLER] 567993656979 | stability_controller | [-0.4044474201511571,0.22924703315302403,-125.6619889411919]
robot_main , [MAIN_LOOP] 567993657032 | robot_frequency | [152.4903376382562,97,152.05561741298052]
robot_main , [CONTROLLER] 567993657032 | speed_controller | [0.0,0.0,-10.05078125,-0.7506660402121001]
robot_main , [CONTROLLER] 567993657032 | stability_controller | [-0.7506660402121001,0.09650754369439457,1.2043638448865828]
robot_main , [MAIN_LOOP] 567993657084 | robot_frequency | [153.4285179589054,4,152.51980181241572]
robot_main , [CONTROLLER] 567993657084 | speed_controller | [0.0,0.0,-7.17578125,-0.5926384368573294]
