LOGGING STARTED
robot_main , [MAIN_LOOP] 567993632262 | kalman_calibration | [1.1307556023715484,0.0012415835966374752]
robot_main , [CONTROLLER] 567993721764 | stability_controller | [0.645656641910537,0.6972663815325069,-1.3224962480124598]
robot_main , [MAIN_LOOP] 567993721815 | robot_frequency | [216.62552847454398,75,216.1471188742649]
robot_main , [CONTROLLER] 567993721815 | speed_controller | [0.0,-0.3861083984375,0.6463396389297127]
robot_main , [CONTROLLER] 567993721815 | stability_controller | [0.6463396389297127,0.6816561964021302,8.520238622657537]
robot_main , [MAIN_LOOP] 567993721866 | robot_frequency | [216.53544942040605,86,216.1471188742649]
robot_main , [CONTROLLER] 567993721866 | speed_controller | [0.0,0.2569580078125,0.6870867692230161]
robot_main , [CONTROLLER] 567993721866 | stability_controller | [0.6870867692230161,0.6697932084732124,5.492824786553902]
robot_main , [MAIN_LOOP] 567993721916 | robot_frequency | [216.62938309268017,97,216.1471188742649]
robot_main , [CONTROLLER] 567993721916 | speed_controller | [0.0,0.4918212890625,0.703174763907918]
robot_main , [CONTROLLER] 567993721916 | stability_controller | [0.703174763907918,0.6686152160396598,6.668888807315711]
robot_main , [MAIN_LOOP] 567993721967 | robot_frequency | [216.90724132216488,7,216.5626774421537]
robot_main , [CONTROLLER] 567993721967 | speed_controller | [0.0,0.22149658203125,0.6872748009150595]
robot_main , [CONTROLLER] 567993721967 | stability_controller | [0.6872748009150595,0.7159052007823347,-43.09978426056666]
robot_main , [MAIN_LOOP] 567993722018 | robot_frequency | [216.97849759146405,18,216.5626774421537]
robot_main , [CONTROLLER] 567993722018 | speed_controller | [0.0,-0.984619140625,0.609505204875853]
robot_main , [CONTROLLER] 567993722018 | stability_controller | [0.609505204875853,0.7305999672693861,-10.277455713206939]
robot_main , [MAIN_LOOP] 567993722069 | robot_frequency | [216.70617958014518,29,216.5626774421537]
robot_main , [CONTROLLER] 567993722069 | speed_controller | [0.0,-0.94921875,0.6085423907392119]
robot_main , [CONTROLLER] 567993722069 | stability_controller | [0.6085423907392119,0.6810268375374432,7.584275818885898]
robot_main , [MAIN_LOOP] 567993722120 | robot_frequency | [216.08971626826693,40,216.5626774421537]
robot_main , [CONTROLLER] 567993722120 | speed_controller | [0.0,1.0556640625,0.7360772394749233]
robot_main , [CONTROLLER] 567993722120 | stability_controller | [0.7360772394749233,0.6418126119124259,34.84840296399514]
robot_main , [MAIN_LOOP] 567993722171 | robot_frequency | [216.0364734587953,51,216.5626774421537]
robot_main , [CONTROLLER] 567993722171 | speed_controller | [0.0,1.9150390625,0.7950821484148632]
robot_main , [CONTROLLER] 567993722171 | stability_controller | [0.7950821484148632,0.6764386943198458,-1.6256823991705576]
robot_main , [MAIN_LOOP] 567993722222 | robot_frequency | [216.17186757836197,62,216.5626774421537]
robot_main , [CONTROLLER] 567993722222 | speed_controller | [0.0,0.95458984375,0.7383626978124971]
robot_main , [CONTROLLER] 567993722222 | stability_controller | [0.7383626978124971,0.7540140445263435,-22.824509158011956]
robot_main , [MAIN_LOOP] 567993722272 | robot_frequency | [216.31136017752627,73,216.5626774421537]
robot_main , [CONTROLLER] 567993722272 | speed_controller | [0.0,-0.4066162109375,0.6520925408742345]
robot_main , [CONTROLLER] 567993722272 | stability_controller | [0.6520925408742345,0.7392197790315781,-2.9170907953480074]
robot_main , [MAIN_LOOP] 567993722323 | robot_frequency | [216.40005267574617,84,216.5626774421537]
robot_main , [CONTROLLER] 567993722323 | speed_controller | [0.0,-0.20703125,0.6639319879101617]
robot_main , [CONTROLLER] 567993722323 | stability_controller | [0.6639319879101617,0.7343464635754731,-5.9284699078600305]
robot_main , [MAIN_LOOP] 567993722374 | robot_frequency | [216.27809247194457,95,216.5626774421537]
robot_main , [CONTROLLER] 567993722374 | speed_controller | [0.0,-0.21453857421875,0.662702021123348]
robot_main , [CONTROLLER] 567993722374 | stability_controller | [0.662702021123348,0.7153646901049323,4.756650431013704]
robot_main , [MAIN_LOOP] 567993722425 | robot_frequency | [216.91767755683927,5,216.2723019649736]
robot_main , [CONTROLLER] 567993722425 | speed_controller | [0.0,0.424560546875,0.7036216931571688]
robot_main , [CONTROLLER] 567993722425 | stability_controller | [0.7036216931571688,0.7003011575600225,8.326257992671422]
robot_main , [MAIN_LOOP] 567993722476 | robot_frequency | [216.82996549094054,16,216.2723019649736]
robot_main , [CONTROLLER] 567993722476 | speed_controller | [0.0,0.81396484375,0.7300590388152195]
robot_main , [CONTROLLER] 567993722476 | stability_controller | [0.7300590388152195,0.6913740026592213,15.758920364219744]
robot_main , [MAIN_LOOP] 567993722526 | robot_frequency | [216.86329472563105,27,216.2723019649736]
robot_main , [CONTROLLER] 567993722526 | speed_controller | [0.0,0.62939453125,0.720583926045816]
robot_main , [CONTROLLER] 567993722526 | stability_controller | [0.720583926045816,0.7203164409264866,-8.110938081414943]
robot_main , [MAIN_LOOP] 567993722578 | robot_frequency | [216.86514948808298,38,216.2723019649736]
robot_main , [CONTROLLER] 567993722578 | speed_controller | [0.0,0.016605377197265625,0.6823073115193374]
robot_main , [CONTROLLER] 567993722578 | stability_controller | [0.6823073115193374,0.7140492491807789,-1.885346383811285]
robot_main , [MAIN_LOOP] 567993722628 | robot_frequency | [216.3340165212778,49,216.2723019649736]
robot_main , [CONTROLLER] 567993722628 | speed_controller | [0.0,0.082061767578125,0.6865332285693784]
robot_main , [CONTROLLER] 567993722628 | stability_controller | [0.6865332285693784,0.701497605055434,-1.969465654766491]
robot_main , [MAIN_LOOP] 567993722679 | robot_frequency | [216.30340408285886,60,216.2723019649736]
robot_main , [CONTROLLER] 567993722679 | speed_controller | [0.0,0.380615234375,0.7062225137175028]
robot_main , [CONTROLLER] 567993722679 | stability_controller | [0.7062225137175028,0.6977392670478986,0.6469230034521699]
robot_main , [MAIN_LOOP] 567993722730 | robot_frequency | [216.36935488083762,71,216.2723019649736]
robot_main , [CONTROLLER] 567993722730 | speed_controller | [0.0,0.4219970703125,0.7099955773854945]
robot_main , [CONTROLLER] 567993722730 | stability_controller | [0.7099955773854945,0.7120006957957183,-1.3561583550662004]
robot_main , [MAIN_LOOP] 567993722781 | robot_frequency | [216.3272251679406,82,216.2723019649736]
robot_main , [CONTROLLER] 567993722781 | speed_controller | [0.0,0.2724609375,0.7013477895740197]
robot_main , [CONTROLLER] 567993722781 | stability_controller | [0.7013477895740197,0.707041534968099,6.4929253635819855]
robot_main , [MAIN_LOOP] 567993722832 | robot_frequency | [216.28017255381192,93,216.2723019649736]
robot_main , [CONTROLLER] 567993722832 | speed_controller | [0.0,0.3214111328125,0.7053274226344782]
robot_main , [CONTROLLER] 567993722832 | stability_controller | [0.7053274226344782,0.7025931175585491,2.5220403438219647]
robot_main , [MAIN_LOOP] 567993722883 | robot_frequency | [216.46807720470667,3,216.21810365168906]
robot_main , [CONTROLLER] 567993722883 | speed_controller | [0.0,0.186279296875,0.6974946529974676]
robot_main , [CONTROLLER] 567993722883 | stability_controller | [0.6974946529974676,0.712840581200402,-8.990041927722475]
robot_main , [MAIN_LOOP] 567993722934 | robot_frequency | [216.8199523124284,14,216.21810365168906]
robot_main , [CONTROLLER] 567993722934 | speed_controller | [0.0,-0.015491485595703125,0.6848960150652045]
robot_main , [CONTROLLER] 567993722934 | stability_controller | [0.6848960150652045,0.7153888543351327,-4.7846768236279855]
robot_main , [MAIN_LOOP] 567993722984 | robot_frequency | [216.68449270620894,25,216.21810365168906]
robot_main , [CONTROLLER] 567993722984 | speed_controller | [0.0,-0.069915771484375,0.6812509271865627]
robot_main , [CONTROLLER] 567993722984 | stability_controller | [0.6812509271865627,0.7002078024763262,3.431513075244987]
robot_main , [MAIN_LOOP] 567993723035 | robot_frequency | [216.694975853999,36,216.21810365168906]
robot_main , [CONTROLLER] 567993723035 | speed_controller | [0.0,-0.0038317441940307617,0.6854413064929281]
robot_main , [CONTROLLER] 567993723035 | stability_controller | [0.6854413064929281,0.7045296398531639,-1.2703855083739835]
robot_main , [MAIN_LOOP] 567993723086 | robot_frequency | [216.40686301261889,47,216.21810365168906]
robot_main , [CONTROLLER] 567993723086 | speed_controller | [0.0,-0.084930419921875,0.6801843718337518]
robot_main , [CONTROLLER] 567993723086 | stability_controller | [0.6801843718337518,0.7119738014996088,-10.60430853748625]
robot_main , [MAIN_LOOP] 567993723137 | robot_frequency | [216.33494666663947,58,216.21810365168906]
robot_main , [CONTROLLER] 567993723137 | speed_controller | [0.0,-0.556640625,0.6493175362976948]
robot_main , [CONTROLLER] 567993723137 | stability_controller | [0.6493175362976948,0.7241389569396263,-4.708264197577291]
robot_main , [MAIN_LOOP] 567993723188 | robot_frequency | [216.29345959600872,69,216.21810365168906]
robot_main , [CONTROLLER] 567993723188 | speed_controller | [0.0,-0.52197265625,0.6498342115607562]
robot_main , [CONTROLLER] 567993723188 | stability_controller | [0.6498342115607562,0.6998357809342551,6.699186011992295]
robot_main , [MAIN_LOOP] 567993723239 | robot_frequency | [216.25493624638807,80,216.21810365168906]
robot_main , [CONTROLLER] 567993723239 | speed_controller | [0.0,0.16845703125,0.693496675544729]
robot_main , [CONTROLLER] 567993723239 | stability_controller | [0.693496675544729,0.7020947212183517,5.387709847054615]
robot_main , [MAIN_LOOP] 567993723290 | robot_frequency | [216.28163909346196,91,216.21810365168906]
robot_main , [CONTROLLER] 567993723290 | speed_controller | [0.0,0.0156707763671875,0.684198872006809]
robot_main , [CONTROLLER] 567993723290 | stability_controller | [0.684198872006809,0.7115031121323279,0.9086239697256738]
robot_main , [MAIN_LOOP] 567993723341 | robot_frequency | [212.48670661167745,1,216.2556327498841]
robot_main , [CONTROLLER] 567993723341 | speed_controller | [0.0,-0.378662109375,0.6587631335171866]
robot_main , [CONTROLLER] 567993723341 | stability_controller | [0.6587631335171866,0.7277056343500495,-21.841680879492326]
robot_main , [MAIN_LOOP] 567993723392 | robot_frequency | [215.7072003027839,12,216.2556327498841]
robot_main , [CONTROLLER] 567993723392 | speed_controller | [0.0,-1.2265625,0.6026260542080966]
robot_main , [CONTROLLER] 567993723392 | stability_controller | [0.6026260542080966,0.7302661438746872,-6.125090078636395]
robot_main , [MAIN_LOOP] 567993723442 | robot_frequency | [216.34108788893442,23,216.2556327498841]
robot_main , [CONTROLLER] 567993723442 | speed_controller | [0.0,-0.775390625,0.6282859710116866]
robot_main , [CONTROLLER] 567993723442 | stability_controller | [0.6282859710116866,0.6903963422162452,5.818799374712409]
robot_main , [MAIN_LOOP] 567993723493 | robot_frequency | [216.54782817184187,34,216.2556327498841]
robot_main , [CONTROLLER] 567993723493 | speed_controller | [0.0,-0.1448974609375,0.6673893789571851]
robot_main , [CONTROLLER] 567993723493 | stability_controller | [0.6673893789571851,0.6957277212494598,0.5234614843778403]
robot_main , [MAIN_LOOP] 567993723544 | robot_frequency | [216.68604080195502,45,216.2556327498841]
robot_main , [CONTROLLER] 567993723544 | speed_controller | [0.0,-0.403076171875,0.6503000619071794]
robot_main , [CONTROLLER] 567993723544 | stability_controller | [0.6503000619071794,0.7050453358405643,-6.245790979440229]
robot_main , [MAIN_LOOP] 567993723595 | robot_frequency | [216.66196478296075,56,216.2556327498841]
robot_main , [CONTROLLER] 567993723595 | speed_controller | [0.0,-0.680908203125,0.6310247765500646]
robot_main , [CONTROLLER] 567993723595 | stability_controller | [0.6310247765500646,0.7018478753574398,-0.9156911710525805]
robot_main , [MAIN_LOOP] 567993723645 | robot_frequency | [216.73656366802533,67,216.2556327498841]
robot_main , [CONTROLLER] 567993723645 | speed_controller | [0.0,-0.15875244140625,0.6629357357488082]
robot_main , [CONTROLLER] 567993723645 | stability_controller | [0.6629357357488082,0.6727224015166127,17.57476812962416]
robot_main , [MAIN_LOOP] 567993723696 | robot_frequency | [216.60754989449882,78,216.2556327498841]
robot_main , [CONTROLLER] 567993723696 | speed_controller | [0.0,0.2401123046875,0.6884904759263154]
robot_main , [CONTROLLER] 567993723696 | stability_controller | [0.6884904759263154,0.6789157919213256,-1.6858220940176094]
robot_main , [MAIN_LOOP] 567993723747 | robot_frequency | [216.59579802920658,89,216.2556327498841]
robot_main , [CONTROLLER] 567993723747 | speed_controller | [0.0,0.4156494140625,0.70056035448279]
robot_main , [CONTROLLER] 567993723747 | stability_controller | [0.70056035448279,0.6805999288016461,0.6005081313519984]
robot_main , [MAIN_LOOP] 567993723798 | robot_frequency | [216.45832570660193,100,216.2556327498841]
robot_main , [CONTROLLER] 567993723798 | speed_controller | [0.0,-0.0650482177734375,0.6708696274681043]
robot_main , [CONTROLLER] 567993723798 | stability_controller | [0.6708696274681043,0.7144047856685115,-22.660513363337206]
robot_main , [MAIN_LOOP] 567993723849 | robot_frequency | [216.80472303860387,10,216.45832570660193]
robot_main , [CONTROLLER] 567993723849 | speed_controller | [0.0,-0.98388671875,0.6109060967496097]
robot_main , [CONTROLLER] 567993723849 | stability_controller | [0.6109060967496097,0.7174564000390347,-5.811862667822411]
robot_main , [MAIN_LOOP] 567993723900 | robot_frequency | [216.8829988475446,21,216.45832570660193]
robot_main , [CONTROLLER] 567993723900 | speed_controller | [0.0,-0.61572265625,0.6316931705586812]
robot_main , [CONTROLLER] 567993723900 | stability_controller | [0.6316931705586812,0.6616084317214825,21.080771653045357]
robot_main , [MAIN_LOOP] 567993723950 | robot_frequency | [217.03528500432657,32,216.45832570660193]
robot_main , [CONTROLLER] 567993723950 | speed_controller | [0.0,0.6875,0.7149581063044151]
robot_main , [CONTROLLER] 567993723950 | stability_controller | [0.7149581063044151,0.6687276493270371,4.739841665186477]
robot_main , [MAIN_LOOP] 567993724001 | robot_frequency | [216.8438816807871,43,216.45832570660193]
robot_main , [CONTROLLER] 567993724001 | speed_controller | [0.0,0.634765625,0.7134671178960252]
robot_main , [CONTROLLER] 567993724001 | stability_controller | [0.7134671178960252,0.6881110735483428,-10.455541727709734]
robot_main , [MAIN_LOOP] 567993724052 | robot_frequency | [216.86191101984764,54,216.45832570660193]
robot_main , [CONTROLLER] 567993724052 | speed_controller | [0.0,0.161376953125,0.6846319938492798]
robot_main , [CONTROLLER] 567993724052 | stability_controller | [0.6846319938492798,0.7199121256447413,-11.719984608428117]
robot_main , [MAIN_LOOP] 567993724103 | robot_frequency | [216.54787865749032,65,216.45832570660193]
robot_main , [CONTROLLER] 567993724103 | speed_controller | [0.0,-0.756591796875,0.6252494649043546]
robot_main , [CONTROLLER] 567993724103 | stability_controller | [0.6252494649043546,0.7141929201100694,-2.047524380343969]
robot_main , [MAIN_LOOP] 567993724154 | robot_frequency | [216.48591249643567,76,216.45832570660193]
robot_main , [CONTROLLER] 567993724154 | speed_controller | [0.0,-0.5859375,0.6340038735228191]
robot_main , [CONTROLLER] 567993724154 | stability_controller | [0.6340038735228191,0.6850679219395686,14.262738719448855]
robot_main , [MAIN_LOOP] 567993724205 | robot_frequency | [216.51342072975132,87,216.45832570660193]
robot_main , [CONTROLLER] 567993724205 | speed_controller | [0.0,0.18817138671875,0.6828251622672047]
robot_main , [CONTROLLER] 567993724205 | stability_controller | [0.6828251622672047,0.6754670664188177,1.8539973890506696]
robot_main , [MAIN_LOOP] 567993724256 | robot_frequency | [216.50277715271582,98,216.45832570660193]
robot_main , [CONTROLLER] 567993724256 | speed_controller | [0.0,0.16693115234375,0.6820740739429763]
robot_main , [CONTROLLER] 567993724256 | stability_controller | [0.6820740739429763,0.6887357038608444,6.146871231468207]
robot_main , [MAIN_LOOP] 567993724307 | robot_frequency | [213.36600616705456,8,216.4701913085948]
robot_main , [CONTROLLER] 567993724307 | speed_controller | [0.0,0.411865234375,0.698463990041289]
robot_main , [CONTROLLER] 567993724307 | stability_controller | [0.698463990041289,0.6883431389768723,-9.427941811069015]
robot_main , [MAIN_LOOP] 567993724358 | robot_frequency | [214.97814919246147,19,216.4701913085948]
robot_main , [CONTROLLER] 567993724358 | speed_controller | [0.0,0.077880859375,0.6778979717287889]
robot_main , [CONTROLLER] 567993724358 | stability_controller | [0.6778979717287889,0.6970980322009454,0.4927674316689852]
robot_main , [MAIN_LOOP] 567993724409 | robot_frequency | [214.594354970279,30,216.4701913085948]
robot_main , [CONTROLLER] 567993724409 | speed_controller | [0.0,0.16973876953125,0.6840397151408739]
robot_main , [CONTROLLER] 567993724409 | stability_controller | [0.6840397151408739,0.6954222564041974,2.0632700532894024]
robot_main , [MAIN_LOOP] 567993724460 | robot_frequency | [214.9574845335886,41,216.4701913085948]
robot_main , [CONTROLLER] 567993724460 | speed_controller | [0.0,0.22021484375,0.6877276974691099]
robot_main , [CONTROLLER] 567993724460 | stability_controller | [0.6877276974691099,0.6893458441230798,7.8266640527915206]
robot_main , [MAIN_LOOP] 567993724511 | robot_frequency | [215.33414066100474,52,216.4701913085948]
robot_main , [CONTROLLER] 567993724511 | speed_controller | [0.0,0.3499755859375,0.6968541022832265]
robot_main , [CONTROLLER] 567993724511 | stability_controller | [0.6968541022832265,0.6957133492043769,-2.0798004596036685]
robot_main , [MAIN_LOOP] 567993724562 | robot_frequency | [215.6018584998289,63,216.4701913085948]
robot_main , [CONTROLLER] 567993724562 | speed_controller | [0.0,0.2781982421875,0.6930614765978731]
robot_main , [CONTROLLER] 567993724562 | stability_controller | [0.6930614765978731,0.6937561355499966,0.031044819641906682]
robot_main , [MAIN_LOOP] 567993724613 | robot_frequency | [215.3942913153665,74,216.4701913085948]
robot_main , [CONTROLLER] 567993724613 | speed_controller | [0.0,0.4500732421875,0.7050461720464568]
robot_main , [CONTROLLER] 567993724613 | stability_controller | [0.7050461720464568,0.696228007923289,3.7517919405865]
robot_main , [MAIN_LOOP] 567993724664 | robot_frequency | [215.49667664195775,85,216.4701913085948]
robot_main , [CONTROLLER] 567993724664 | speed_controller | [0.0,0.01537322998046875,0.678179506396938]
robot_main , [CONTROLLER] 567993724664 | stability_controller | [0.678179506396938,0.7271259430847853,-10.505804521167581]
robot_main , [MAIN_LOOP] 567993724715 | robot_frequency | [215.6456179637415,96,216.4701913085948]
robot_main , [CONTROLLER] 567993724715 | speed_controller | [0.0,-0.552001953125,0.6411677044901276]
robot_main , [CONTROLLER] 567993724715 | stability_controller | [0.6411677044901276,0.7138139064437822,0.8364634584906114]
robot_main , [MAIN_LOOP] 567993724765 | robot_frequency | [216.79448189447382,6,215.70576002945342]
robot_main , [CONTROLLER] 567993724765 | speed_controller | [0.0,-0.4600830078125,0.6455711360622058]
robot_main , [CONTROLLER] 567993724765 | stability_controller | [0.6455711360622058,0.7009116969533143,2.69712199824468]
robot_main , [MAIN_LOOP] 567993724816 | robot_frequency | [216.80248333691864,17,215.70576002945342]
robot_main , [CONTROLLER] 567993724816 | speed_controller | [0.0,0.0570220947265625,0.677774359240531]
robot_main , [CONTROLLER] 567993724816 | stability_controller | [0.677774359240531,0.6685657215885116,9.69566778816489]
robot_main , [MAIN_LOOP] 567993724867 | robot_frequency | [216.43971512224576,28,215.70576002945342]
robot_main , [CONTROLLER] 567993724867 | speed_controller | [0.0,0.631103515625,0.7154703991741694]
robot_main , [CONTROLLER] 567993724867 | stability_controller | [0.7154703991741694,0.686711569750616,0.026074002963809628]
robot_main , [MAIN_LOOP] 567993724918 | robot_frequency | [216.47749048504528,39,215.70576002945342]
robot_main , [CONTROLLER] 567993724918 | speed_controller | [0.0,0.3062744140625,0.6961155107744412]
robot_main , [CONTROLLER] 567993724918 | stability_controller | [0.6961155107744412,0.7103900074954669,-20.223343701989776]
robot_main , [MAIN_LOOP] 567993724969 | robot_frequency | [216.06004384066713,50,215.70576002945342]
robot_main , [CONTROLLER] 567993724969 | speed_controller | [0.0,-0.651611328125,0.6347295176785752]
robot_main , [CONTROLLER] 567993724969 | stability_controller | [0.6347295176785752,0.7258188118133385,-4.5336296059688905]
robot_main , [MAIN_LOOP] 567993725020 | robot_frequency | [216.01232502096468,61,215.70576002945342]
robot_main , [CONTROLLER] 567993725020 | speed_controller | [0.0,-1.1884765625,0.5979964106579333]
robot_main , [CONTROLLER] 567993725020 | stability_controller | [0.5979964106579333,0.7142575335869173,4.74438072733599]
robot_main , [MAIN_LOOP] 567993725071 | robot_frequency | [215.97777646198517,72,215.70576002945342]
robot_main , [CONTROLLER] 567993725071 | speed_controller | [0.0,-0.4140625,0.6446187095425171]
robot_main , [CONTROLLER] 567993725071 | stability_controller | [0.6446187095425171,0.6571212416848019,28.989859488440175]
robot_main , [MAIN_LOOP] 567993725122 | robot_frequency | [215.89341423914763,83,215.70576002945342]
robot_main , [CONTROLLER] 567993725122 | speed_controller | [0.0,0.7041015625,0.7163746041610407]
robot_main , [CONTROLLER] 567993725122 | stability_controller | [0.7163746041610407,0.6591292627469478,1.950613613623419]
robot_main , [MAIN_LOOP] 567993725173 | robot_frequency | [216.01639054618084,94,215.70576002945342]
robot_main , [CONTROLLER] 567993725173 | speed_controller | [0.0,0.861572265625,0.7287186162440026]
robot_main , [CONTROLLER] 567993725173 | stability_controller | [0.7287186162440026,0.6876578891500412,-17.66209829804231]
robot_main , [MAIN_LOOP] 567993725224 | robot_frequency | [216.83336960538657,4,216.0387295646203]
robot_main , [CONTROLLER] 567993725224 | speed_controller | [0.0,-0.125823974609375,0.6670812611465236]
robot_main , [CONTROLLER] 567993725224 | stability_controller | [0.6670812611465236,0.7223297652354728,-23.83322338120922]
robot_main , [MAIN_LOOP] 567993725274 | robot_frequency | [217.08383392001224,15,216.0387295646203]
robot_main , [CONTROLLER] 567993725274 | speed_controller | [0.0,-0.558349609375,0.638238056553616]
robot_main , [CONTROLLER] 567993725274 | stability_controller | [0.638238056553616,0.700646122913122,2.8390764993864477]
robot_main , [MAIN_LOOP] 567993725326 | robot_frequency | [216.34582923545955,26,216.0387295646203]
robot_main , [CONTROLLER] 567993725326 | speed_controller | [0.0,-0.486083984375,0.6415029392074075]
robot_main , [CONTROLLER] 567993725326 | stability_controller | [0.6415029392074075,0.6985858795495954,12.102302534996312]
robot_main , [MAIN_LOOP] 567993725377 | robot_frequency | [216.1516935219496,37,216.0387295646203]
robot_main , [CONTROLLER] 567993725377 | speed_controller | [0.0,0.01202392578125,0.6724017567024175]
robot_main , [CONTROLLER] 567993725377 | stability_controller | [0.6724017567024175,0.681860898120364,7.567613189837123]
robot_main , [MAIN_LOOP] 567993725428 | robot_frequency | [216.08267892334865,48,216.0387295646203]
robot_main , [CONTROLLER] 567993725428 | speed_controller | [0.0,-0.0648651123046875,0.6677535560632378]
robot_main , [CONTROLLER] 567993725428 | stability_controller | [0.6677535560632378,0.6974415657637795,-8.06455018181111]
robot_main , [MAIN_LOOP] 567993725478 | robot_frequency | [216.21670466157045,59,216.0387295646203]
robot_main , [CONTROLLER] 567993725478 | speed_controller | [0.0,-0.10980224609375,0.6644833366827361]
robot_main , [CONTROLLER] 567993725478 | stability_controller | [0.6644833366827361,0.6883708759959406,0.5583671553678097]
robot_main , [MAIN_LOOP] 567993725529 | robot_frequency | [216.20881433763103,70,216.0387295646203]
robot_main , [CONTROLLER] 567993725529 | speed_controller | [0.0,-0.1678466796875,0.6604462068356798]
robot_main , [CONTROLLER] 567993725529 | stability_controller | [0.6604462068356798,0.6956532485253117,-1.070059643877046]
robot_main , [MAIN_LOOP] 567993725580 | robot_frequency | [216.27294521303818,81,216.0387295646203]
robot_main , [CONTROLLER] 567993725580 | speed_controller | [0.0,-0.067230224609375,0.6664902108353117]
robot_main , [CONTROLLER] 567993725580 | stability_controller | [0.6664902108353117,0.6870607674825225,1.5563781076247132]
robot_main , [MAIN_LOOP] 567993725631 | robot_frequency | [216.3856528505327,92,216.0387295646203]
robot_main , [CONTROLLER] 567993725631 | speed_controller | [0.0,-0.20721435546875,0.6573053549300357]
robot_main , [CONTROLLER] 567993725631 | stability_controller | [0.6573053549300357,0.6954265191668405,2.078458745868277]
robot_main , [MAIN_LOOP] 567993725681 | robot_frequency | [217.0269050906603,2,216.45204046698956]
robot_main , [CONTROLLER] 567993725681 | speed_controller | [0.0,-0.085540771484375,0.6645667792909562]
robot_main , [CONTROLLER] 567993725681 | stability_controller | [0.6645667792909562,0.6880965998506727,2.3735562486926893]
robot_main , [MAIN_LOOP] 567993725732 | robot_frequency | [216.94434206197562,13,216.45204046698956]
robot_main , [CONTROLLER] 567993725732 | speed_controller | [0.0,0.24566650390625,0.6858051361375285]
robot_main , [CONTROLLER] 567993725732 | stability_controller | [0.6858051361375285,0.6791969321211417,3.157425637413026]
robot_main , [MAIN_LOOP] 567993725783 | robot_frequency | [216.94154719352875,24,216.45204046698956]
robot_main , [CONTROLLER] 567993725783 | speed_controller | [0.0,0.647216796875,0.7126184231581749]
robot_main , [CONTROLLER] 567993725783 | stability_controller | [0.7126184231581749,0.6904458584649895,-6.252276165486704]
robot_main , [MAIN_LOOP] 567993725833 | robot_frequency | [216.8974872369218,35,216.45204046698956]
robot_main , [CONTROLLER] 567993725833 | speed_controller | [0.0,-0.02834320068359375,0.6707183757488613]
robot_main , [CONTROLLER] 567993725833 | stability_controller | [0.6707183757488613,0.7281792122353136,-17.017961278487817]
robot_main , [MAIN_LOOP] 567993725884 | robot_frequency | [216.9149197695521,46,216.45204046698956]
robot_main , [CONTROLLER] 567993725884 | speed_controller | [0.0,-0.683349609375,0.6278612889352891]
robot_main , [CONTROLLER] 567993725884 | stability_controller | [0.6278612889352891,0.7202052794239816,-2.2779031871571664]
robot_main , [MAIN_LOOP] 567993725935 | robot_frequency | [216.72900375454793,57,216.45204046698956]
robot_main , [CONTROLLER] 567993725935 | speed_controller | [0.0,-0.773193359375,0.6200384729568553]
robot_main , [CONTROLLER] 567993725935 | stability_controller | [0.6200384729568553,0.7000047453356381,16.50079002918775]
robot_main , [MAIN_LOOP] 567993725986 | robot_frequency | [216.54308450787153,68,216.45204046698956]
robot_main , [CONTROLLER] 567993725986 | speed_controller | [0.0,-0.109405517578125,0.6609027248121905]
robot_main , [CONTROLLER] 567993725986 | stability_controller | [0.6609027248121905,0.6642160325175578,22.95818125196097]
robot_main , [MAIN_LOOP] 567993726037 | robot_frequency | [216.42021441471118,79,216.45204046698956]
robot_main , [CONTROLLER] 567993726037 | speed_controller | [0.0,0.692626953125,0.7129370186597782]
robot_main , [CONTROLLER] 567993726037 | stability_controller | [0.7129370186597782,0.6736976381082893,1.1140176789156464]
robot_main , [MAIN_LOOP] 567993726088 | robot_frequency | [216.4486614709125,90,216.45204046698956]
robot_main , [CONTROLLER] 567993726088 | speed_controller | [0.0,0.913818359375,0.7291930905596503]
robot_main , [CONTROLLER] 567993726088 | stability_controller | [0.7291930905596503,0.6924751911796888,-8.994251802921788]
robot_main , [MAIN_LOOP] 567993726139 | robot_frequency | [0,0,216.49597770998153]
robot_main , [CONTROLLER] 567993726139 | speed_controller | [0.0,0.1356201171875,0.6812856989060068]
robot_main , [CONTROLLER] 567993726139 | stability_controller | [0.6812856989060068,0.7241975092334378,-1.04978772490783]
robot_main , [MAIN_LOOP] 567993726190 | robot_frequency | [215.80648630714938,11,216.49597770998153]
robot_main , [CONTROLLER] 567993726190 | speed_controller | [0.0,-0.17999267578125,0.6609417627347158]
robot_main , [CONTROLLER] 567993726190 | stability_controller | [0.6609417627347158,0.7113405649124671,-0.03420187483324866]
robot_main , [MAIN_LOOP] 567993726240 | robot_frequency | [216.22483494164135,22,216.49597770998153]
robot_main , [CONTROLLER] 567993726240 | speed_controller | [0.0,0.05908203125,0.6758911717695157]
robot_main , [CONTROLLER] 567993726240 | stability_controller | [0.6758911717695157,0.7003555167296039,9.876449954665954]
robot_main , [MAIN_LOOP] 567993726291 | robot_frequency | [216.39695402656687,33,216.49597770998153]
robot_main , [CONTROLLER] 567993726291 | speed_controller | [0.0,0.517333984375,0.7056990036515056]
robot_main , [CONTROLLER] 567993726291 | stability_controller | [0.7056990036515056,0.6844851966921845,11.91254783331073]
robot_main , [MAIN_LOOP] 567993726342 | robot_frequency | [216.10655236451066,44,216.49597770998153]
